,Unnamed: 0,text,useful,business_id,cool,review_id,date,stars_x,funny,user_id,sentiment_score,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,categories
0,4665141,"b""I'm not often a shoe shine guy, but when I'm in the airport I find it's a great way to kill time and add a little extra hop to your step. Last time I was in PHX I had the chance to meet Winkie. She did a fantastic job on my boots and was fun to chat with too. Goodfellows is an airport chain of sorts, I've used them in San Francisco as well. The shine guy in the new terminal at SFO definitely doesn't have Winkie's personality, so that plus a great shine earns her five stars!""",12,MNLeYDYT5Ajh7ioa4qpaYQ,12,b'OegHbCMK3fNRcJgaptl7IA',b'2013-04-09',5,7,nkN_do3fJ9xekchVC-v68A,13,"""Goodfellows Shoe Shine""",,"""3800 E Sky Harbor Blvd""",Phoenix,AZ,85073,33.4352284,-111.9978273,4,7,1,Local Services;Shoe Shine;Shoe Repair
1,4665154,"b""Three words... bone-in-filet or is that really two? I'll leave it to the more talented wordsmiths to do the math. Last Friday I had one of the better filets of my life. Cooked to medium-rare perfection you can't really get a better steak. Also watch out.. their pretzel bread is insanely addictive, just say no (actually say yes, eat a couple, then have them take the rest away). I'm a steak purist and it's worth noting they do add some butter to the steaks after they're cooked, if you're like me just ask to opt out. \n\nService was good, but know the ambiance is a little old school. The musical act in lounge reminded me of that two person band in the movie Swingers... cheesy, but you don't really hear it in the main dining room.""",19,TkEMlu88OZn9TKZyeY9CJg,17,b'LTmo2Ki0B56dYTkvm6VBlQ',b'2010-03-16',5,14,nkN_do3fJ9xekchVC-v68A,13,"""Mastro's City Hall""",,"""6991 E Camelback Rd""",Scottsdale,AZ,85251,33.5012412,-111.9313997,4.5,785,1,Steakhouses;American (Traditional);Seafood;Restaurants
2,4665134,"b""Stayed here a little while ago for a night. Booked a regular room (~$250/night) but was offered an upgrade for $100. The room I got for the extra hundo was truly massive, so big it didn't have a number... but a name! The staff was excellent and the cab I had scheduled was waiting for me as I checked out. Definitely a comfortable and very central place to stay if you're ever in Pittsburgh.""",11,e1lmVr0CJEwc8zigJjb_VQ,9,b'WJuW9DRUgdSvgqBR_mDHEw',b'2013-07-26',5,6,nkN_do3fJ9xekchVC-v68A,6,"""Fairmont Pittsburgh""",Downtown,"""510 Market Street""",Pittsburgh,PA,15222,40.441487,-80.0016733,4,86,1,Hotels & Travel;Hotels;Event Planning & Services
3,4665149,"b""The gold standard for casinos everywhere. Just bring a fat wallet, you won't find many $5 tables here.""",5,na4Th5DrNauOv-c43QQFvA,5,b'xW294l3Lwh0cxlHU1jwRDA',b'2004-10-19',5,3,nkN_do3fJ9xekchVC-v68A,5,"""Bellagio Hotel""",The Strip,"""3600 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1140656,-115.1730043,3.5,2780,1,Hotels;Arts & Entertainment;Hotels & Travel;Event Planning & Services;Casinos;Resorts
4,4665128,"b'My overall experience was good, however some elements weren\'t so hot...\n\nRoom: \nSucked. I stayed in what I believe was most modest accommodation they have (think they call it the ""wonderful"") and space-wise it was a little cramped. The bathroom wasn\'t ""sufficiently separated"" from the main room (I won\'t go into greater detail than that :). Also I\'m not a TV person, but if I was I\'d have been pissed off about where they placed the flatscreen. You can\'t watch TV comfortably from your bed (and it\'s not like there was any other place to relax in room). \n\nStaff: \nFantastic. From the front desk people, to the concierge (Alyssa), to the waitresses in all of their bars and restaurants, everybody (and I do mean everybody) was really friendly and helpful. I\'ve been to a lot of W Hotels that don\'t provide this level of service.\n\nEntertainment: \nGood. The pool is great during the day and at night turns into a decent hotspot. Not having to deal with the gianormous bouncer by flashing your room key is a nice perk. The location of the hotel is excellent, some of the bigger bars and clubs are a block away (and Scottsdale isn\'t known for it\'s walkability). \n\nFinal word: \nSolid hotel for a bachelor party, guys weekend, etc. It\'s very much a scene and is clearly targeted at the 20s and 30s ""out on the town"" crowd. So if you\'re not looking for that type of scene, you\'ll probably want to pick something else.\n\nDisclosure: My friend who works for Starwood got me a friends and family discount, I paid around $150/night.'",21,s_466owgNXqmQRuSluHHEQ,14,b'AaS88PgjrvGJpo3KdvOSWw',b'2009-03-15',4,11,nkN_do3fJ9xekchVC-v68A,28,"""W Scottsdale""",,"""7277 East Camelback Rd""",Scottsdale,AZ,85251,33.501547,-111.924147,3,356,1,Hotels & Travel;Hotels;Event Planning & Services
5,4665133,"b'A surprisingly intimate restaurant in the Bellagio. Service was flawless and their food was quite good too, the real highlight of the meal was dessert. While I was only able to try their excellent chocolate souffl\xc3\xa9, the chocolate ball looked intense too. For the meal I started with the escargot and went with the butter poached lobster for my main. Both were solid four star dishes, but neither pushed my tastebuds to new heights. Overall a nice meal and a great ""before the show"" restaurant option, it\'s extremely close to the entrance to O -  Cirque du Soleil.'",18,rtlsfmdufArhk-47sWIf2w,9,b'q4PwVSBgR-DAJyxWO4hHZA',b'2013-04-27',4,6,nkN_do3fJ9xekchVC-v68A,19,"""Le Cirque""",The Strip,"""3600 S Las Vegas Blvd""",Las Vegas,NV,89109,36.11344021,-115.1752758,4.5,642,1,French;Restaurants
6,4665152,"b""The logo could use some work, but the interior is quite cool. Chairs are super comfy and the open layout allows you to survey the whole place. My steak was excellent (took a respite from my mostly veggie ways) and everyone in our group was similarly pleased with their meal. Service was great too. It's a bit hushed inside, so probably not the best if you've got a really rowdy group, but we were on good behavior ;).""",11,ubz4CaZXagQuGv2N9gFAdw,11,b'3vI0nUg5sf-9dkYYgxfP-Q',b'2012-02-07',4,5,nkN_do3fJ9xekchVC-v68A,19,"""Botero""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.127516,-115.165913,4,434,0,Steakhouses;Restaurants
7,4665146,"b""You'll appreciate the decent food options, free WiFi, and ample seating before you pass through security (but alas, not so great after). The security line is hit or miss. Last time I got called out for hair product (Bumble and Bumble, I'm fancy yo!), but the gentleman was super nice about the whole thing and clearly felt bad throwing out my $20 worth of overpriced glue. PHX is typically busy, but not overwhelmed making it one of the more pleasant airports I frequent...""",12,JmI9nslLD7KZqRr__Bg6NQ,7,b'w6HZx1iXOJ1lJKqktjFpow',b'2010-10-28',4,7,nkN_do3fJ9xekchVC-v68A,12,"""Phoenix Sky Harbor International Airport""",,"""3400 E Sky Harbor Blvd, Ste 3300""",Phoenix,AZ,85034,33.4359431,-112.011026,3,2215,1,Hotels & Travel;Airports
8,4665137,"b""Price to performance is pretty stellar. For $110/night I enjoyed a large room with a luxurious bathroom, balcony, and cool retro furnishings. Service was decent, but the W Scottsdale is better on this front. Breakfast at their restaurant was basic but worked. Stylings from the lobby to the furniture in your room is really well done, the hotel has a great boutique-y vibe but without the pretentiousness. The location is good, only minutes from downtown Scottsdale. One snafu while I was there... I sent out some dry cleaning that was supposed to be back by 5:30pm, didn't happen. It was a stressful half hour before they found my stuff (all cleaned, phew!).""",13,thBWpIcP6vclsHS6GfI1dw,11,b'AXwP9RfwY1sP1auWe-lcIg',b'2009-09-21',4,11,nkN_do3fJ9xekchVC-v68A,10,"""Hotel Valley Ho""",,"""6850 E Main St""",Scottsdale,AZ,85251,33.493449,-111.933953,4,511,1,Beauty & Spas;American (New);Day Spas;Hotels;Event Planning & Services;Health Retreats;Restaurants;Hotels & Travel
9,4665139,"b""Really amazing fish entrees, and the fish tour was a nice touch (ask for it!). I also thought the lamb chops and grilled octopus were delicious too. Our group was on a bit of a tight schedule and the staff was in tune with that (though due to timing of our entrees we were eating right down to the wire). Only complaint was the restaurant was filled with light smoke by the end of our dinner, not sure the root cause but hopefully that's not a regular occurrence.""",24,YRyYbOSwvHkZsZOLv98oQg,17,b'nPbVg2qCM0RNP-tVMp4TUw',b'2012-08-08',4,8,nkN_do3fJ9xekchVC-v68A,10,"""Estiatorio Milos""",The Strip,"""3708 Las Vegas Blvd S""",Las Vegas,NV,89109,36.10939219,-115.173773,4,932,1,Restaurants;Seafood;Greek
0,4394440,"b""I heart this super affordable clothing line that can (oddly) be found in supermarkets across Canada. I was psyched when they opened a store next to my company's office in NY, but bummed to discover they didn't have a kids selection.\n\nWhile in Montreal I was determined to find a Joe Fresh with a kids department, especially since the regular womans clothing won't fit my big belly these days. Joe- us pregnos would love a maternity line!\n\nThis Joe Fresh isn't in the supermarket, but has it's own store connected to it. Personally I like that better since it seems a bit strange to me to shop for clothes while shopping for groceries. It's a beautiful space and most importantly they have a HUGE kids selection. I had only about 45 minutes until I had to leave for the airport (I literally was rolling my suitcase around the store) and filled my arms with tons of clothes for my little girl at home, as well as my baby boy on the way.  Thank goodness I had just had my gender revealing ultrasound just days before stepping into this Joe Fresh.\n\nThe total came to about $300 for what seemed was an entire fall/winter wardrobe for both kids.  I had a bit of a paranoid moment when my VISA didn't go thru and they don't take AMEX.  Canada doesn't seem to want to take my money! Fortunately, my Canadian coworker came thru for me and put the clothes on her credit card...and I wrote her a check.\n\nI'm still not sure how I fit all the new clothes in my suitcase, but it helps that clothes for toddlers and newborns are extremely small.  Visiting this store was one of the highlights of my fabulous weekend in Montreal. I really do hope they open a store in Chicago one of these days and when they do I hope Joe remembers to add a kids department.""",6,Vt93N5c4AB_4dkUBBxBBgA,2,b'ZcpwYBbj10fIfMZW_Ruc_A',b'2012-08-23',5,1,om5ZiponkpRqUNa3pVPiRg,43,"""Joe Fresh""",Villeray-Saint-Michel-Parc-Extension,"""395 Rue Jean Talon Ouest""",Montréal,QC,H3N 2Y8,45.530869,-73.623638,3.5,6,1,Fashion;Department Stores;Shopping
1,4394419,"b'45 stellar Yelp reviews convinced me that I needed to see what all the fuss was about. So I rolled out of bed to uber over for a 6am (gasp) class. When I arrived there were at least 40 people waiting to burn off last night\'s meal. I mentioned to the girl next to me that it was quite the crowd for a 6am class. Her response: ""you should see the 5am!"" If I lived in Scottsdale I\'m not sure how often I""d make it to the 5am class, but I would most definitely be a regular later in the day. \n\nBodi offers 2 types of classes: Sweat & Strength. Both are set up to be like circuit training and the exercises change each day. I did the Sweat class, which was 80% cardio and 20% strength (their strength class is the opposite). We made our way thru 12 circuits tabata style (30 seconds on, 10 seconds off). Before moving on to the next circuit we\'d always do one group exercise (ex: pushups, abs, etc). It was an incredible workout and so fast...I could hardly believe when the hour up.\n\nNikki, the owner, taught my Sweat class and you would never know by her energy level and smile that it was 6am. At the end of the class she mentioned she would be in Chicago later this week and I got super excited that I could take her classes there. I went up to introduce myself and let her know that I lived in Chicago. Unfortunately, she wasn\'t traveling to Chicago to teach fitness classes, but by the time I got back to my hotel (minutes later) she had sent me a long list of her favorite workouts and instructors in the Chicago area. She\'s amazing! And do you know what would be even more amazing...if she opened Bodi in Chicago!! Crossing my fingers!!!'",12,vUJ08IkoUu5eaccWWFNIXg,9,b'h0CB9cdJmPaPkZB7rrqxBg',b'2017-01-14',5,8,om5ZiponkpRqUNa3pVPiRg,28,"""BODI""",,"""6820 E 5th Ave""",Scottsdale,AZ,85251,33.4956264,-111.9332265,5,65,1,Active Life;Interval Training Gyms;Fitness & Instruction;Gyms;Boot Camps
2,4394421,"b'Oooh la Le Germain!  I try to stick with Starwood and Kimpton Hotels during my frequent travels since I""m a sucker for the points system, but nothing quite compares to a boutique hotel like Le Germain.\n\nThis quaint, fancy hotel is fit for a queen!  I didn\'t get to spend much time in my hotel room, but the time I spent was certainly enjoyed. The bed was beyond comfortable, the bathroom was gorgeous (the aveda products made me happy too) and I loved the free wifi...especially since I was without cell service during my 3 days in Toronto. \n\nThe location was perfect...I felt like I was able to walk to most of my destinations. I hear that this area can get quite noisy during the weekend, but it was pretty quiet during my Wed-Fri stay.  \n\nI also had their spacious gym to myself on both occasions that I attempted a workout. I just used their elliptical machine, but thought it was super cool that they had a mini golf course attached to the gym as well. Golf isn\'t my forte, but if it was I\'d appreciate being able to practice.\n\nHotel Le Germain will be the first hotel I call for future trips to Toronto. It looks like they also have other locations throughout Canada.  Hmmm..I may need to see if they have a point system to sign up for?'",7,zYRBRfYuq_6x-wNKa8NqrA,8,b'tovtuGeGnOoU0j6pEmdIfQ',b'2010-08-08',5,5,om5ZiponkpRqUNa3pVPiRg,28,"""Le Germain Hotel""",,"""30 Mercer Street""",Toronto,ON,M5V 1H3,43.64262145,-79.38202865,4.5,45,1,Hotels;Hotels & Travel;Event Planning & Services
3,4394428,"b""I had just a few requests while visiting Montreal and bagels was at the top of the list. On Sunday morning I dragged my gluten free traveling companion Crystal H to Fairmount  so I could get a bagel before leaving this lovely city.\n\nCrystal was a good sport and stood in line with me even though she couldn't indulge in a bagel herself. Fortunately the line moved pretty fast and minutes later I was sitting outside on a bench enjoying not 1, but 2 warm sesame bagels. Mmmm. I enjoyed them the good old fashioned Montreal way- dipping them in a tiny tub of Philadelphia cream cheese. \n\nThey were so good that I contemplated bringing some home for the family, but realized I'd probably just eat the entire bag on the plane.  I'll just have to take the fam back to Montreal with me soon we can enjoy some more good bagels.""",4,tOhRQqiupLyJdBJVQMGOEQ,6,b'xMC_QYv7f_SUCcWryO4BFQ',b'2012-08-19',5,3,om5ZiponkpRqUNa3pVPiRg,27,"""Fairmount Bagel""",Plateau-Mont-Royal,"""74 Avenue Fairmount O""",Montréal,QC,H2T 2M2,45.5229082,-73.5952772,4,511,1,Food;Bakeries;Bagels
4,4394388,"b""While the baby in my stomach has been extremely well fed over the past 9 months, I think the meal I had at Citizen Public House was one of my best I've had in a long time. Considering the source (yours truly) has 2080+ reviews you can betcha this meal was pretty incredible.\n\nMy large party of 15 or so people was waited on by the oh so fabulous Gary, who did his best to provide serious VIP treatment. Gary started the meal by bringing out the popcorn bacon appetizer...can't go wrong with that combo! From there I had the chopped salad, which I've been dreaming about ever since. I opted for mine with chicken instead of smoked salmon (looking out for the little guy). It's the best salad I've ever had and I bet it's even better with salmon.\n\nI ordered scallops for my main entree and they were delish, but I was too full to eat more than 1 (it comes with 30). Somehow I made room for a few bites of the variety of heavenly desserts Gary brought out to our table to end our oh so fabulous meal.\n\nGuess where I'll be eating during my next trip to Scottsdale? Yep, Citizen House...and hopefully by then I'll be able to indulge in those cocktails everyone is yelping about!""",5,d10IxZPirVJlOSpdRZJczA,3,b'ijM0hP4mX5skRGbub-BAfg',b'2012-11-14',5,2,om5ZiponkpRqUNa3pVPiRg,24,"""Citizen Public House""",,"""7111 E 5th Ave, Ste E""",Scottsdale,AZ,85251,33.49821,-111.927963,4.5,1550,1,Salad;Cocktail Bars;Bars;Gastropubs;American (New);Nightlife;Restaurants
5,4394439,"b""Best meal I had in Toronto! Actually best meal I've had all month!\n\nThe lovely Kat F and I walked in on Thursday night without a reservation.They were quite packed, but were able to find a table for us. It was located right next to the restroom, which is a bonus for any pregnant woman!\n\nWe started with their bread, which should probably be complimentary because no one should miss out on this garlicy dough goodness! \n\nAs for my entree I went with their homemade pesto gnocchi, which literally melted in my mouth. Kat ordered a very generous sized pizza, which she was nice enough to share with me...very tasty as well! The table of men next to us had food envy just watching us eat it and ordered a pizza of their very own. \n\nI was full enough to stop here, but had a feeling dessert would be as fantastic as the rest of the meal. And I was right! I felt a bit guilty enjoying the best tiramisu ever, mostly because it's my hubby's favorite dessert.  Kat went the healthier route with mango sorbet, which was refreshing (and tasty)!\n\nI've been dreaming about this meal ever since and the first thing I'll do when booking my next trip to Toronto is to make a reservation here at Buca!""",9,A7waf6G3cvnLfAqKeLL8DA,9,b'yLovFG-Uwxrip7gWCdTlgA',b'2010-08-17',5,4,om5ZiponkpRqUNa3pVPiRg,22,"""Buca""",,"""604 King Street W""",Toronto,ON,M5V 1M6,43.6445122,-79.4003621,4,356,1,Italian;Restaurants
6,4394403,"b'When fellow yelper Gabi M and I find ourselves in San Francisco we\'re all about signing up for a Soul Cycle spinning class. When I visited her in Phoenix she sadly informed me that they don\'t have soul cycle there (yet), but the ""party on a bike"" class at The Madison Improvement was almost as good.\n\nWe showed up for a 6am Monday class with Katie. I was still half asleep, but couldn\'t help notice how welcoming the girls at the front desk were. They took my info, told me I owed only $5 since it was my first class (the cost sure beats soul cycle) and offered me spinning shoes.  I\'d actually come prepared with my own from Chicago.\n\nWithin minutes of Katie\'s class I was awake and knew I was going to be a fan.  Energetic instructor, fun music and loved the disco-like atmosphere. I was surprised the class itself was only half full, but then again it was 6am on a Monday. 50 minutes later I was awake...yet exhausted from all the spinning. The perfect start to a week in sunny Phoenix!'",5,hy5bDUPEODQ4ESiHHMu9aQ,1,b'FAmvZv2bpuZxzfo0ehtmhA',b'2015-01-28',5,1,om5ZiponkpRqUNa3pVPiRg,21,"""The Madison Improvement Club""",,"""3802 E Indian School Rd""",Phoenix,AZ,85018,33.49545265,-112.0000548,4.5,102,1,Fitness & Instruction;Cycling Classes;Active Life;Yoga;Spin Classes
7,4394396,"b""I've been hearing about Beechmont since I was a little girl....lots of family members and friends belong here.  However, I didn't get the chance to see what  Beechmont is all about until attending my friend's wedding last night.  And I can see why she knew from day one that she was going to get married at Beechmont...this country club is absolutely gorgeous!  The ballroom is absolutely perfect- simple with gorgeous chandeliers so there's a lot to work with! \n\nAnd my fiance and I were quite happy with the food as well...especially the cocktail hour which included lots of sushi (always puts a smile on our faces) and devil eggs topped with lobster (YUM) among many other appetizers.  For dinner we had filet (no meat for me please) and snapper (that's for me) on the same place with amazing sweet potatoes.  And while there was no room for dessert we made some for their delicious wedding cake (which I'm not actually sure came from Beechmont Country Club), little cheesecakes and cookies.\n\nI'm not a golfing type of gal, although I probably should be after growing up in Florida, but if I lived in Cleveland (which probably will never happen) I'd consider being a member at Beechmont Country Club for the food and atmosphere alone!""",5,03x6ZlJ7s39DHqfTJU1Ecg,6,b'oRYveMrTeNJgI2Ht-asoJQ',b'2007-08-05',5,1,om5ZiponkpRqUNa3pVPiRg,18,"""Beechmont Country Club""",,"""29600 Chagrin Blvd""",Beachwood,OH,44122,41.4584959,-81.47207,5,6,1,Venues & Event Spaces;Active Life;Arts & Entertainment;Country Clubs;Event Planning & Services;Golf
8,4394400,"b""I've been taking a lot of 6am flights lately. Exhausting, although well worth it so I can put my lil one to bed the night before.   On my most recent trip to Cleveland I was ready to get comfty in my hotel bed by 11pm (since I woke up at 4am that morning), but my colleagues couldn't stop raving about Velvet Tango Room. So we decided to make just one last stop before hitting the sack.\n\nVTR doesn't look like much when you pull up, but once we were inside I immediately loved the dark, cozy atmosphere.  It was difficult to choose from their impressive list of cocktails. I went for the French 75   When they served our drinks a few minutes later I was ready to fall sleep on the table, but a few sips of the French 75 made the visit well worth it.\n\nIt's clear they spend a lot of time make such uh-mazing drinks. My colleague based in Cleveland informed me they even have a special ice machine so that even the ice is perfect for cocktails.  One of my favorite bars in Chicago is Violet Hour and VTR reminded me a lot of it. \n\nIn addition to taking lots of 6am flights these days I also don't make it out to bars very often (the joys of motherhood ), but if I did AND lived in Cleveland I bet I'd be a frequent customer at VTR""",7,RsxqZk0wswetGMaaQh2r2Q,3,b'riqvUhvwdpZLHbxQLUvt6A',b'2011-11-15',5,3,om5ZiponkpRqUNa3pVPiRg,15,"""Velvet Tango Room""",Tremont,"""2095 Columbus Rd""",Cleveland,OH,44113,41.483895,-81.7001548,4,284,1,Arts & Entertainment;Nightlife;Bars;Jazz & Blues;Lounges
9,4394418,"b""Owwwwwww.  That's how my butt felt when waking up yesterday morning. And I owe the pain to my previous day hike at Pinnacle Peak.  \n\nI consider myself to be in pretty good shape- i weight train, spin, kickbox, or do something active pretty much everyday. But nothing compares to hiking because it's a great workout, you don't even feel like you're working out (until you wake up with the butt pain the next morning) and mountains excite me after growing up in Florida.  Unfortunately, there are no mountains to hike in Chicago so when my hostess with the mostess, Gabi K, suggested we wake up early to hike Pinnacle Peak I was all for it. \n\nIf I lived in Phoenix I'm guessing you could find me hiking Pinnacle Peak on a weekly basis. The view from the mountains is absolutely breathtaking and it really is the perfect hike...steep enough at times so you get out of breath, but nothing that's going to kill ya. The entire hike took us about 1 1/2 hours although those crrraaazzzzyyy peeps who run the hike are probably done in half that time.""",10,URWi21IF_ODa88EGiKWtwg,12,b'KLV6hcgAGuSCqK700MlABA',b'2008-05-09',5,8,om5ZiponkpRqUNa3pVPiRg,15,"""Pinnacle Peak""",,"""26802 N 102nd Way""",Scottsdale,AZ,85262,33.730907,-111.865007,4.5,121,1,Active Life;Parks;Hiking
0,1957604,"b'It\'s easy to see why it made Travel + Leisure Magazine\'s Top 500 Hotels in the World: The Drake Hotel has thought of everything. From their demonstrated commitment to the environment (they\'ve dispensed with tiny shampoo bottles in favor of MALIN+GOETZ products in large, re-fillable bottles) to their achingly hip dining room, bar and cafe, this hotel has left no detail to chance.\n\nThe rooms are spacious and will duly impress even the most serious design snob among us. The iPod docking station in the room is something I wish every hotel room had - it lets me have a dance party every morning when I wake up!\n\nAsking for a ""quiet room"" at the Drake may seem like a misnomer but when I did on my first visit the staff knew just where to stash me. I like this room so much that I asked for it again on a return visit. Jonathan L at the front desk was even sweet enough to do some room shuffling to ensure I could have it! Oh how I love when folks make my wishes come true!\n\nWhile I haven\'t had the chance to take advantage of their \'pleasure menu\' I love that they have one!\n\nI spent last night in another Toronto hotel and all I could think was, ""I want to go back to the Drake!"" The only hotel I like better than this one is the Harmony Hotel in Nosara, Costa Rica.\n\nBest of all, the Drake is affordable! While some of its amenities are very luxurious, you won\'t find luxury hotel prices here (nor will you find an elevator so pack light in order that you can more easily hoof it up the stairs!)'",9,dc3uoAmNo5STqKV6mlD_aA,7,b'x_562M7s183hPMBmiolfMA',b'2009-04-23',5,1,gjhzKWsqCIrpEd9pevbKZw,50,"""The Drake Hotel""",Beaconsfield Village,"""1150 Queen Street W""",Toronto,ON,M6J 1J3,43.6432048,-79.4246377,3.5,306,1,Restaurants;Nightlife;Event Planning & Services;Bars;Hotels;Hotels & Travel;Lounges;Canadian (New)
1,1957623,"b""My only complaint about the Hotel Valley Ho is that I spent just a single night there.\n\nThere are a lot of reasons to love this mid-century modern boutique hotel in downtown Scottsdale, here are a few of mine:\n\nGYM The gym's open 24/7, perfect if you find yourself jet-lagged and in need of a run at 05:00AM. They stock the gym with spa water, towels and ear buds so you need only bring yourself.\n\nRED FLOWER BATH AMENITIES I've loved this New York brand since I first discovered it at the Harmony Hotel in Costa Rica so I was excited to see that my room was stocked with their Icelandic moonflower scented soap, shampoo, conditioner and body wash.\n\nBATHTUB After a 05:00AM run it's super nice to settle into a big bathtub (especially a fancy oval one designed by Philippe Starck) for a soak. My room came equipped with a huge tub in the middle of the room and from the moment I spotted it, I couldn't wait to jump in.\n\nPARKING ATTENDANTS In the morning, as I waited for Gabi to fetch me, the parking attendants were super sweet and offered me water (which you should drink a lot of when in the dry desert). As I always say, it's the little things. . . \n\nIf my travels ever take me back to the Phoenix area, I am definitely staying here.""",8,thBWpIcP6vclsHS6GfI1dw,5,b'GNA22S7QzeWrJR8IamQfvA',b'2013-10-24',5,4,gjhzKWsqCIrpEd9pevbKZw,23,"""Hotel Valley Ho""",,"""6850 E Main St""",Scottsdale,AZ,85251,33.493449,-111.933953,4,511,1,Beauty & Spas;American (New);Day Spas;Hotels;Event Planning & Services;Health Retreats;Restaurants;Hotels & Travel
2,1957610,"b""I hosted a happy hour here with heavy appetizers for thirty folks. Right from the start, planning with Curtis was a dream. He suggested our party take over the whole of the bar and that worked out great for us. Planning a party in Pittsburgh from afar in San Francisco could have been a chore but Curtis put my mind at ease and executed our event with plenty of panache.\n\nFood highlights:\nCrispy fried spare rib? Hell yes!\nCrispy wings with chili, garlic, parmesan and extra virgin olive oil? Five stars, for sure!\n\nFinally, because the little things matter: The bartender prepared for me the most divine sparkling lemonade and it made my night.\n\nI'd love to come back here for dinner, and would highly recommend hosting a private event with Curtis and staff.""",10,mc5Ha4QyQZvU7fzr-ubhhw,8,b'u--N25D5iBdrPxS9G0R5og',b'2017-07-10',5,6,gjhzKWsqCIrpEd9pevbKZw,16,"""Station""",Bloomfield,"""4744 Liberty Ave""",Pittsburgh,PA,15224,40.4611146,-79.9485427,4,155,1,Gastropubs;Nightlife;Cocktail Bars;Bars;American (New);Restaurants
3,1957603,"b'For years I\'d been sending my mom flowers from the same florist in Las Vegas. Last year they were rather unpleasant to work with on the phone. This year I decided I\'d try somewhere new so I rang English Garden this morning. I was surprised they answered at just past 7:00AM. I explained to them my mom\'s preferences - bright pink, purple, no carnations, good smelling. \n\nAbout three hours later I got a delighted phone call from Mom telling me the flowers I\'d sent her for her birthday were ""very, very beautiful"" and that I\'d done a ""good job"" because they looked ""great!""\n\nFrom now on,  when I need to send flowers in Las Vegas, I\'ll be calling on English Garden.'",5,GWN4HjjbtYRqO6JxqsNBIg,3,b'KksRAVujFLJI21hY4WwhkA',b'2007-07-05',5,0,gjhzKWsqCIrpEd9pevbKZw,13,"""English Garden Florist""",University,"""4171 S Maryland Pkwy""",Las Vegas,NV,89119,36.1130419,-115.1382799,4.5,121,1,Florists;Shopping;Flowers & Gifts
4,1957605,"b""The last time I was in Toronto my friends were discussing putting together a roti tasting. I've had roti before so I really didn't pay much attention to this talk, much less think I'd have a life-altering experience if I ate some.\n\nAnd then along came Gandhi and its medium-spicy butter chicken roti. First off, the thing's enormous - easily two meals worth of tender chicken enrobed in creamy curry and all wrapped up in awe-inspiring roti.\n\nSan Francisco has the Mission-style burrito (something I dearly love and miss.) And as I sat on the floor of my hotel room tucking into my butter chicken I realized that Toronto has an equivalent.\n\nToronto has Gandhi's roti.""",6,sRirP65Q7BSg3Lj9FdkKWQ,13,b'eesViqgqQBI3GvEQTjXVDw',b'2009-04-01',5,4,gjhzKWsqCIrpEd9pevbKZw,10,"""Gandhi Cuisine""",Alexandra Park,"""554 Queen Street  W""",Toronto,ON,M5V 1V2,43.6475091,-79.4030906,4,243,1,Restaurants;Indian;Pakistani
5,1957608,"b""The best food market in the United States? The Ferry Building Marketplace in San Francisco.\n\nThe best food market in Canada? The St. Lawrence Market in Toronto.\n\nWhatever you do, don't miss the veal and eggplant sandwich downstairs. This is a sammy you won't soon forget, even if you never touch veal and aren't particularly fond of eggplant.""",5,nT16Y6AsJDwEpUB1JICKzg,6,b'xwcfE-aNK4WjMYolk7rS_g',b'2008-08-07',5,0,gjhzKWsqCIrpEd9pevbKZw,9,"""St. Lawrence Market""",St. Lawrence,"""92 Front Street E""",Toronto,ON,M5E 1C4,43.6496844,-79.3719613,4.5,434,1,Grocery;Farmers Market;Food
6,1957616,"b""Blueberry Hill is by no means a dining destination and still I have chosen it for my 600th review. In fact, I'd say the food here is forgettable at best. And yet I give the Hill five stars because of the absolutely stellar treatment they give my elderly grandparents. My grandma and grandpa eat here at least once a week; they take a lot of their food home as leftovers and they have a variety of special requests. Yet, none of this seems to faze the friendly folks at Blueberry Hill (who greet my grandparents by name and know which tables they like, and make sure to seat them there). Every appeal is met with a smile, which I have seen firsthand when I visit the restaurant with my grandparents on trips back home. \r\n\r\nIt warms my heart every time I walk in this place. So many people treat older folks with disdain, I'm glad this establishment doesn't.""",1,y0x795PyDX8JL_oyIaTUiQ,4,b'Gx3hLafaHH7WOYbUGm99nw',b'2006-02-20',5,0,gjhzKWsqCIrpEd9pevbKZw,9,"""Blueberry Hill Family Restaurant""",Westside,"""1280 S Decatur Blvd""",Las Vegas,NV,89102,36.1564277,-115.2076923,3.5,414,1,Diners;American (Traditional);Breakfast & Brunch;Restaurants
