,address,attributes,business_id,categories,latitude,longitude,name,postal_code,business_review_counts,business_stars,state,user_id,user_review_count,yelping_since,user_useful_count,fans,elite_count,compliment_count,months_since,final_score,text,buisness_review_useful_count,cool,review_id,review_date,review_stars,funny,sentiment_score,business_category
345,14 E Pierce St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantDelivery': False, 'RestaurantTakeOut': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",_guNmxJd4Ep6S3pBZdAjGA,"['Food', 'Food Trucks', 'Beer', 'Wine & Spirits', 'Shopping', 'Farmers Market', 'Community Service/Non-Profit', 'Grocery', 'Local Services', 'Public Markets']",33.4557998,-112.0731102,Phoenix Public Market,85004,163,4,Arizona,m07sy7eLtOjVdZ8oN9JKag,3855,7/22/2006,116,1572,12,14128,141,7.082150247,"I've been to Phoenix many, many times over the years but always for work. There was always a data center to visit or a service team or a group of programmers. In fact, the last time I was here strictly for pleasure was a childhood trip that my dad made us take in the Rambler station wagon. Our usual custom was to stay at a Rodeway Inn with a slide next to the pool, and I probably complained about the dry heat in a constant whine that drove my parents nuts. Now the dry heat doesn't bother me as much, and I decided to stay an extra day, Saturday, to see what I have been missing in Phoenix all these years. Someone at work suggested I stop here in the morning since it was fairly close to the part of downtown I was staying.Early for a change, I found myself walking around the open-air market as people were setting up their tables and tents. Fresh produce was plentiful but so was plenty of other food from homemade tamales at The Tamale Store (photo: http://bit.ly/2wajg55) to freshly baked loaves of bread from Jerusalem Bakery (photo: http://bit.ly/2gh2pZ4). Fully ripened tomatoes appeared to be a favorite item here, and Abby Lee Farms had immaculately arranged basketfuls to sell (photo: http://bit.ly/2whvhUQ). There were also non-edible goods like flowers, beeswax and wooden toddler toys (photo: http://bit.ly/2xFC8He). For a city as large as Phoenix, I was surprised the market didn't have a more permanent presence like Seattle's Pike Place Market, but it appears to be inching toward that platinum standard.",12,8,TYW0p9Qe5GneRi820G_3rA,8/28/2017,4,2,0,Shopping
346,1101 E University Ave,{},ZfQY1dNPN8IYmwEjZuVtVg,"['Movers', 'Home & Service']",40.115404,-88.195252,Champaign-Urbana Mass Transit District,61802,13,4,Illinois,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"It's so easy to get around C-U without a car, thanks to their awesome transportation system.  They even have kneeling buses for wheelchair dependent citizens.  The schedules and maps are easy to follow, and they coordinate the lines to make travel anywhere in the area quite simple.  Lots of service near the university, but you'll most likely find a convenient bus line anywhere you live.",1,0,_UJQ2ZOE5tTcPiBRxW_B6g,10/16/2005,5,0,8,Home & Service
347,410 N Vine St,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 4, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'ByAppointmentOnly': False}",usqqunF6NTw_H0yPwaT5fQ,"['Home & Garden', 'Home & Service', 'Furniture Stores', 'Interior Design', 'Mattresses', 'Shopping']",40.1152909,-88.2042433,Carter's Furniture,61802,4,2,Illinois,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"Reasonably-priced furniture, with good staff who can answer your questions and provide good space planning advice.  The showroom is pretty large, and the style choices will satisfy most tastes.  I find it a bit too conventional, but you can spice up many pieces with fabric upgrades.",1,0,Vyhls3KN-wFOkmZf6509-w,10/16/2005,3,0,7,Home & Service
348,704 Brighton Dr,{},qBUT5MfuEZ8HHfBLyt60Qw,"['Home & Service', 'Musical Instruments & Teachers', 'Shopping', 'Movers']",40.093231,-88.1982476,Ewing-Lovett Transfer,61801,3,3.5,Illinois,5F_ASUSCHFf3YotkKioZ5w,1242,8/21/2005,6443,164,13,2596,152,7.070820257,"I hired this company to move my piano.  Alas, they never showed up for the appointment.",1,0,tOHFdWv8m2owquNJqLyboQ,10/17/2005,1,0,-1,Home & Service
349,6825 E 4th St,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'WiFi': 'free', 'DogsAllowed': True}",79V8osIXJft6FIixcnFRww,"['Home & Service', 'Apartments', 'Hotels', 'Event Planning & Services', 'Real Estate', 'Hotels & Travel']",33.4895828,-111.9337087,El Dorado,85251,33,3,Arizona,UQFE3BT1rsIYrcDvu_XVow,1379,7/22/2005,274,98,13,478,153,6.937441615,"Upgraded to a two bedroom two bathroom.  Very comfortable beds. Well furnished. Great service. But what really distinguishes this place is how much it embodies that apartment complex you always wish you lived at in Miami or Santa Monica. People congregating around the pool, inviting you to parties at their place, pre partying before going out for the evening.I hate the crowded, impersonal hotel vibe you get at most places. Here, you kind of want to stay a month and just move half your stuff in with you.",2,3,YjAQEQwxT_h11LKoze63Lg,5/2/2014,5,0,5,Home & Service
350,4201 S Decatur Blvd,{'BusinessAcceptsCreditCards': False},Bi673pHAK0iLxHNomEtrZw,"['Apartments', 'Real Estate', 'Home & Service']",36.1125787,-115.2091812,Boulevard at 4201 Apartments,89103,28,2,Nevada,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"I lived here for about a year and a half.  FWIW it's a very reasonable place for the price.  You get covered parking, security is pretty good here, reasonably quiet and it's pretty near everything.  The apartment appliances could be better though.  They're quite basic as are the bathrooms but you get what you pay for.  The gym isn't bad for an apartment gym and the pool isn't bad either.  The staff people were all nice and service people were pretty responsive.  All in all a great 1st place to live in town for me.  I would recommend to anyone.",11,4,nWvuFhURUMs4hEocaX1QXw,11/15/2008,4,5,11,Home & Service
351,3508 E Charleston Blvd,"{'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False, 'ByAppointmentOnly': True}",zVD7auicbF8eZGjgjT77Cg,"['Electricians', 'Contractors', 'Plumbing', 'Electronics Repair', 'Local Services', 'Home & Service', 'Heating & Air Conditioning/HVAC']",36.1586167,-115.0982547,Ideal Services,89104,214,2,Nevada,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"Not exactly ""ideal"" but they eventually got the jobs done.  My home warranty company, Old Republic, had them come out to replace a ceiling fan.  The first one they put in was no good so it took another week for them to come back and make it right.We also had them return a couple of other times to do things our home warranty didn't cover including replacing light fixtures and installing a fan switch.  Both of those jobs were done well.  The service guys that came out were personable, helpful and fair.  They deserve at least 4 stars once they are physically there.  My biggest issue was the three times we had set an appointment only to have them flat out no show.  We went with the 9am-noon blocks each time to prevent us sitting around waiting all day but that's exactly what happened.  One time they said they didn't have a record of us making an appointment and twice where they said there was an emergency and they couldn't get to us (they only told me this when I called around noon asking where they were).  I would havve gone with someone else if they had not already replaced the fan and the other instance where I had already given them a deposit for the light fixtures.  So triple check your appointments if you go through them!",19,4,76s8PJyTY4Wr21BWZZMPAw,11/26/2012,2,5,10,Home & Service
352,6555 S Riley St,"{'RestaurantTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'DogsAllowed': False, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': False, 'RestaurantGoodForGroups': True, 'NoiseLevel': 'very_loud', 'WiFi': 'no', 'RestaurantAttire': 'casual', 'RestaurantReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",rjZ0L-P1SRLJfiK5epnjYg,"['Local Flavor', 'Restaurant', 'Real Estate', 'Italian', 'Mortgage Brokers', 'Festivals', 'Home & Service', 'Arts & Entertainment']",36.0684509,-115.287242,San Gennaro Feast,89148,110,2.5,Nevada,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,This place is fun if you have little kids with you but you'll be seriously disappointed if you've come here for the food.  And if you don't have any kids w/ you...just go to Nora's.  It costs less and the food is awesome there.,7,4,iCBqC32zgYHku0HqMGHDeA,5/26/2008,2,5,6,Home & Service
353,7015 Arroyo Crossing Pkwy,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}",W9YgQFWP1PkhYq7NtGLMXA,"['Appliances', 'Building Supplies', 'Home & Service', 'Shopping', 'Nurseries & Gardening', 'Hardware Stores', 'Home & Garden']",36.06196205,-115.2449781,The Home Depot,89113,98,3.5,Nevada,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"Some people sure love their home projects....painting, gutting the kitchen, creating an accent wall, replacing bathroom sinks, shopping for a new front door, garage door openers, gardening, buying more tools....puke.  I am not one of these fucking people.  I walk into Home Depot and just look at more money I need to spend on shit I'd rather not be buying or working on in my free time.  It's really my least favorite retail store to walk into. They all smell the same and I have to decide whether to park by the entrance and then walk a longer way back to my car since the exit is on the other side of the store or vice versa.    But everyone is as helpful as they can possibly be when I need it and they'll answer every stupid question I have since I am not the most handy guy on the planet.",6,4,uXASwcWqWgWAR40cmr9QEw,10/22/2012,3,12,-2,Home & Service
354,4387 W Sunset Rd,"{'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False, 'ByAppointmentOnly': False}",vHznYxpqkzfUaFttHH7JUA,"['Home Cleaning', 'Plumbing', 'Contractors', 'Home & Service', 'Damage Restoration']",36.070982,-115.198823,Absolute Flood Response,89118,22,4,Nevada,8DEyKVyplnOcSKx39vatbg,807,6/9/2007,81035,511,9,10914,130,6.767160481,"Imagine rolling into the garage of your recently purchased home only to find water leaking from the ceiling!  That's what happened to me the day before we were about to move in around 7am and I totally freaked.My home warranty company (Old Republic) was useless.  They told me they could maybe have someone over there by 2:30pm.  By that time, the ceiling and walls would've totally caved in and I could have been looking at an insane mold problem.   I ended up calling a bunch of plumbing companies to see who could come out the fastest and one was able to get there in 20 minutes.  One of the water pipes coming from upstairs was cracked (nice looking out, fucking home inspector) and the plumber recommended AFR to assess the damage.  I am sure he got a nice kickback out of it but I needed someone ASAP to get this on the right track and they were able to come in less than 30 minutes.  They ended up taking down half the ceiling and about 30% of the walls of the garage.  The guys then set up 3 industrial sized dehumidifiers downstairs and 3 upstairs which sat there for a week to ensure everything would be dry before repair could begin.  Everyone I dealt with from the guy doing the estimates to the crew that set up everything was great.  3 weeks later and it looked like absolutely nothing had happened!  You would never be able to point out where the damage had been.  Thanks to the staff of Absolute Flood for making a very stressful time go as smooth as it possibly could.",16,6,ykbPeV5czLBaFgMyQRzAfQ,1/28/2013,5,6,-3,Home & Service
355,5050 S Fort Apache Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",gf8LY-OCB7AKnEYCXhmZdQ,"['Shopping', 'Hardware Stores', 'Home & Garden', 'Home & Service', 'Lighting Fixtures & Equipment', 'Building Supplies', 'Nurseries & Gardening']",36.097164,-115.294495,Lowe's Home Improvement,89148,53,3,Nevada,rt3PC7WCgCKsoufmQJELfw,1012,7/6/2005,2942,325,12,6504,153,6.719279585,"We've been visiting Lowe's a lot lately...and the staff probably recognize us by now.  We've been undergoing some major house improvements and although Home Depot is a bit closer, we drive the extra 5-7 minutes to visit this Lowe's.Unlike Lily D., we don't have a 10% off coupon every time we go in unfortunately.  (Those change of address forms at the post office are not always easy to get!  You have to get in line and ask for them since they hoard them behind the counter now.)  But we have managed to score a few coupons here and there which definitely helps.  And plus, the staff have been super helpful in making sure we get a good deal. We even bought some new major appliances from this location and the specialist guy helping us out definitely did his part.  When we went back (because it got further discounted), they took care of it and we got the difference, which gives them an A+ in my book.  (The only problem was that we had to return to this location specifically to get the price adjustment, they wouldn't let us do it at another location.)Overall, we're quite pleased with our local Lowe's.  The staff are pleasant and ask if you need help when you're wandering around.  The best times to go are on weekdays because it's a lot less busier and you can get a lot more personalized attention if that's what you're looking for.  Unfortunately, they've been seeing a lot of our credit cards lately which isn't a good thing for us.  But at least they have what we are looking for.  And their sales are good ones if you get there on time - we also got fans too!",4,3,aAY-KNx4EENozaQhAVGo4A,12/10/2010,4,0,29,Home & Service
356,121 Industrial Park Rd,{'BusinessAcceptsCreditCards': True},QqE9GDuQE-VGZtwz1DuW1A,"['Pest Control', 'Electricians', 'Local Services', 'Contractors', 'Home & Service']",36.0336974,-115.0032293,Desert Pest Control,89015,5,4,Nevada,rt3PC7WCgCKsoufmQJELfw,1012,7/6/2005,2942,325,12,6504,153,6.719279585,"I've been living in Las Vegas for 3.5 years and one thing that has been a constant in our lives is our Pest Control guy - Danny.He comes around every other month like clockwork, always on time (especially on those early morning calls).  Usually it's the Husband who lets him and walks around the house as he sprays that stuff to keep the buggies out.  Coming from the Bay Area, a regular pest person was something we never thought about.  Things are entirely different here in the desert and everyone should have a regular pest person come by and spray your house.He's super friendly and chats it up with the Husband while he works.  I once mentioned that he's the only service person that knows the ins and outs of our house.  He knows the pictures hanging on your wall and what kind of furniture you have.  It's good to trust him.  A couple of months back, I noticed a couple of wasps nests forming on my patio.  A quick call to the main office, and they had Danny out by the afternoon to take care of it.  Billing is a breeze -  it's automatically billed on our credit card and everything is taken care of.  If we ever have to change the time, we just call the main office (or Danny directly) and we find a time that works for everyone.  Should we ever move to another location in Las Vegas or Henderson, Danny is one person we'll be taking along with us.",7,4,Ruw1iVmtrvsJEOGFCZSkpw,8/20/2010,5,0,15,Home & Service
357,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",ZjSzUWHtnpCfjsa7CksSOg,"['Hotels', 'Home & Service', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spa', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada,53bZ_EsXH71L7iFs5MP9_w,1966,2/10/2006,1709,331,12,2676,146,6.599631128,"Under $200/nt on prime Strip real estate, THREE luxury condo towers owned by individuals and MGM operated:No smoking in the resort, $150/nt charge if smoke is detected.No gambling, but MGM is steps away.  Complete kitchen ensemble w/granite counter tops.Villeroy and Boch white ceramics.  Flatscreen TV, plus another small screen in the bathroom.Cordless phone.'FREE' internet and daily water w/a mandatory $15/day resort fee.Pool hours are limited: 9-5pm daily.Robes, but no slippers.  Towels are oversized and plush.1875 watt blowdryer.Nice selection of teabags which are refilled on a daily basis.  Service is a bit reserved and robotic.-1 star for the gated facilities - it's difficult to catch a cab.",9,0,Ptu1bPR0LgfPf0aa5oXv7A,3/20/2007,4,0,1,Home & Service
358,"3623 S Las Vegas Blvd, Ste 222","{'DogsAllowed': True, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",JDDg0KzpWJOO68PfMqfJbg,"['Jewelry', 'Home & Service', 'Shopping', 'Home & Garden', 'Home Decor', 'Rugs', 'Cosmetics & Beauty Supply', 'Beauty & Spa', 'Lighting Fixtures & Equipment']",36.1141451,-115.1719886,LoLo Exotic Home Goods and Jewelry,89109,22,5,Nevada,8h1r7mXd-H225yDgc4EMPg,1147,11/23/2005,6339,55,12,252,149,6.592182379,"Very beautiful store! Staff was extremely friendly and helpful. We picked up some exfoliating soap which was a little rough to use all over, but excellent for exfoliating the legs and arms. Smells great too! Part of the Grand Bazaar shops near Bally's.",0,0,o-wKfozLfGbxYmGOmiuaAA,8/16/2017,4,0,16,Home & Service
359,"10749 N Scottsdale Rd, Ste 101","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}",QosqxBQrGR0o6Gx9mlcMmg,"['Cooking Classes', 'Building Supplies', 'Arts & Crafts', 'Kitchen & Bath', 'Home & Garden', 'Specialty Schools', 'Appliances', 'Shopping', 'Education', 'Home & Service', 'Cooking Schools']",33.5836425,-111.9259167,Sweet Basil Gourmetware & Cooking School,85254,44,3.5,Arizona,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"Thank you Marti and Chef Linda...I was looking for a fun evening activity for a group of fourteen yelployees during our recent regional week conferences, and cooking class was appealing to most of our group.  Unfortunately, when I went to do some research on local cooking classes, most of them were way out of our budget.  That is, until I spoke to Marti at Sweet Basil.  Marti was extremely accommodating and I was pleasantly surprised to hear that the pricing for our group was reasonable compared to some of the other cooking schools that I was looking into.  There was a great selection of menus to choose from as well.  I went with the ""Easy Entertaining"" option, which included recipes for the following items:* Baked Brie with Shallots & Roasted Raspberry Chipotle Sauce* Smoked Salmon Cakes with Lemon Dill Aioli* Grilled chicken Satay with Ginger Mustard Sauce* Bloody Mary Shrimp* Pork Pot Stickers with Garlic Soy* Pepper-Crusted Steak with Horseradish cream* Mini Caramel Pecan Pies with Bourbon whipped CreamWhen the group arrived, there were aprons for all, and Marti introduced herself and Chef Linda prior to us beginning.  Our group was ready to get our hands dirty right away, but we did have to be patient as Chef Linda walked us through each recipe... From there, we buddied up (except for Emi H who bravely took on the Chicken Satay on her own) and were on our own with the large kitchen and ingredients.  Tiffany and I did the Brie which was by far the easiest, but we had fun with it and it turned out incredibly (if I can say so myself)!All in all, this was a fabulous evening, and great for team building too... but if you do book Sweet Basil, a couple of things to keep in mind that may be helpful:*While SB does provide iced tea and water, they allow BYOB, so if your group is anything like mine, I do recommend taking advantage and bringing some wine!*You'll likely begin your class promptly at 6:30, but won't be digging into the food for quite some time, so you may want to grab a bite prior to arriving or ask about purchasing some snacks to nosh on while you eat.In addition to the above, note that SB is also a fabulous store for all kinds of cookware, kitchen accessories, and more... I purchased a great little salad dressing bottle while I was there and definitely could've done a lot more damage given more time!",9,7,1YtCrHuY0owVHahzl31SiA,10/16/2012,4,5,42,Home & Service
360,,"{'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False, 'ByAppointmentOnly': True}",9bUUnGfn994cK0uB8NmuOg,"['Pool & Hot Tub Service', 'Childproofing', 'Security Systems', 'Home & Service', 'Fences & Gates']",33.4438042,-112.1310986,Arizona Pool Fence,85006,29,4.5,Arizona,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"A belated thank you to Gina and the rest of the Maloney's crew for installing a pool fence for us this past May.  It wasn't until recently when I realized I hadn't written a review, but I can't say enough kind words about our experience with this company.Our infant was crawling before we knew it and we needed to safety-proof our house and get a pool fence up quickly... from my first phone call inquiry, Gina came out within 24 hours to meet with us, show us samples, and offer to allow us to see the work they'd done for a neighbor around the corner.  She was professional and confident in the quality work they provide, and with good reason... they do a wonderful job.We were completely satisfied with the work they did and while on the pricey side, it was worth it for us to use Maloney's Pool Guard for the peace of mind knowing that our family and guests are now safe in our yard / around the pool.  The yard now has a mesh pool safety fence with a lifetime guarantee, and even though we're moving, I feel good knowing that the yard is safe for future tenants and/or owners.  I highly recommend Maloney's to anyone looking for a pool fence!",14,7,W-xuIXfmTpzm6ItMeTMXQA,9/29/2012,5,3,32,Home & Service
361,5115 N Scottsdale Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",ymVE6ZlBgthnHBLpYBw2JQ,"['Wedding Planning', 'Home & Service', 'Venues & Event Spaces', 'Hair Stylists', 'Day Spas', 'Massage', 'Event Planning & Services', 'Hair Salons', 'Beauty & Spa', 'Contractors']",33.512467,-111.925616,Spa Lamar,85250,136,4,Arizona,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"Just a quick update since I was at the UYE Spa Tasting Event tonight... once again, The Lamar Spa took good care of me and the rest of those that attended tonight's event.As Jennifer noted in her review, Heidi Lamar was there herself to make sure everyone was satisfied.  The services were wonderful and just enough to get a feel for what a full service would be like.  I enjoyed a chair massage from Shirley, make-up application from Danton (who did a spectacular job and in just a few minutes, I felt ""pretty, oh so pretty"") and paraffin hand wax treatment from Jane - all of  this paired with some food and Sake2Me made for a fantastic evening!  The best part about tonight?  Other than getting to hang with some fabulous yelpers and see Bonnie G's man get his eyebrows waxed, my BF came and treated himself to a facial and then surprised me with a gift card so I can return to get pampered again soon... Now the tough question is what should I use my gift card for?  A facial?  Pedicure?  Massage?  I'm sure I can't go wrong but PM me with your suggestions, please!  Can't wait to go back for more!",7,4,pBqoHLqe5b-njs0GQbMjAA,9/23/2008,5,5,31,Home & Service
362,"20789 N Pima Rd, Ste 100","{'BusinessAcceptsCreditCards': True, 'GoodForKids': True}",GgeBV_1iZuYT7D2cGjBD4w,"['Venues & Event Spaces', 'Home & Service', 'Golf', 'Real Estate Services', 'Event Planning & Services', 'Real Estate', 'Active Life']",33.6743699,-111.8888966,Silverleaf Realty,85255,5,5,Arizona,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"If I win the lottery or somehow encounter a huge sum of money, I will become a member of Silverleaf... that is, if I am invited.The Silverleaf Club is by far, the most beautiful country club I've ever stepped into... I didn't see the entire golf course, but I am sure it is amazing - here are the stats and description: 18-hole, par-72, 7,299-yard course designed by PGA champion and golf course architect Tom Weiskopf.The Silverleaf golf course winds through secluded canyons and valleys of the McDowell Mountains,providing dramatic elevation changes and city views. The Silverleaf Club and Spa (unfortunately, I didn't even get to see the Spa part) is exclusive and membership is by invitation only, it's tied to property ownership, and there are two membership levels - full golf and social.I attended a wedding at The Silverleaf Club this past Saturday night and it was incredibly beautiful.  The ceremony took place at sunset and the colors in the sky combined with the green golf course and red mountains were breathtaking.  There was a tad bit of rain before and after the ceremony and during the middle, we witnessed a rainbow!  The cocktail reception was held outdoors with a full bar and passed appetizers, and then we went inside for dinner and the party - it was a dream and I couldn't be happier for my friends that are now husband and wife.  The Silverleaf Club provided a true fairytale evening that I know I will never forget... and it wasn't even my wedding!",22,19,nYxzDBI24pZgPiOz0nMteg,10/6/2008,5,13,26,Home & Service
363,,"{'BusinessAcceptsCreditCards': False, 'BusinessAcceptsBitcoin': False, 'ByAppointmentOnly': True}",AwcNjlTqWBObQ9XXCFpg2g,"['Home & Service', 'Carpet Cleaning', 'Home Cleaning', 'Carpeting', 'Local Services']",33.4499672,-112.0702225,Paradise Carpet Cleaning,85001,165,5,Arizona,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"We're in nesting mode with the baby arriving any moment now, so Jared arranged for George / Paradise Carpet Cleaning to come clean our carpets... I believe he found him on Yelp, and once again, the reviews that came prior are right on!George managed to come on pretty short notice.  He was professional and did an amazing job cleaning our carpets.  His pricing is reasonable, and add the 10% Yelp discount, and I'd say he's a bargain.  His minimum is $60.  He just left the house and left us with detailed instructions / helpful hints regarding our now very clean carpets.  He also left us with I am super impressed with George / PCC and will 100% use him again in the future!",16,7,zLLI-reNxooYde42S4yReA,8/30/2011,5,4,22,Home & Service
364,"2434 E Paradise Ln, Ste 1",{'BusinessAcceptsCreditCards': True},QWSnp001OvTo1mvc3iZlVw,"['Pool Cleaners', 'Window Washing', 'Home Cleaning', 'Home & Service', 'Movers']",33.6334171,-112.0291385,KC & Co.,85032,15,4.5,Arizona,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"Do your windows need a good cleaning?  I know that ours did when we moved in - Luckily, Jared took care of making it happen; he hired Novice!I came home one day to find Lyndell (Novice is his company I believe) cleaning our windows... Jared didn't tell me that the window cleaners were coming ahead of time, but I guess that's not such a bad surprise - good thing I didn't get naked with the window open before I saw him though!Lyndell introduced himself and I realized he's the same guy that did work for some other people we know... He did a really good job and our windows looked sparkling clean when he was done.  Hopefully they will stay that way for a while.  It did cost $95 for Lyndell to clean all of the windows and doors + other glass and mirrors in our new place which I thought was a tad bit expensive... especially when Jared stuck me with the bill!If you are in the market to have your windows cleaned, Lyndell at Novice is experienced, professional and talented... you can tell he's dedicated to his business by his hard work.  Give Lyndell a chance - just make sure to tell your roommates ahead of time so they are not surprised like I was when they see a 'Peeping Tom' cleaning the windows!Seriously, I would not hesitate to hire Lyndell / Novice for my future window cleaning needs!",11,8,oPdn6vZwMq8dAbvDE12Tgw,11/4/2008,4,9,21,Home & Service
