,attributes,business_id,categories,latitude,longitude,name,postal_code,business_review_counts,business_stars,state,user_id,user_review_count,yelping_since,user_useful_count,fans,elite_count,compliment_count,months_since,final_score,text,buisness_review_useful_count,cool,review_id,review_date,review_stars,funny,sentiment_score,business_category
518,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",owwM3SSoo3YW4QOBfBSD4A,"['Home & Garden', 'Shopping', 'Furniture Stores', 'Home Decor']",33.3056374,-111.8977175,Pottery Barn,85226,20,3,Arizona,M9rRM6Eo5YbKLKMG5QiIPA,891,10/11/2007,13383,513,10,23146,126,5.943246481,"Wasn't planning on spending anything here, just looking around for ideas and inspiration.  I left wishing I could afford even a little bit of that luxury!Christmas is my favorite time of the year.  Not so much the material/consumerism aspects of the season, but the reuniting of families, the delightful foods that come into play, and even the cool (AZ) weather, among other things.  The furniture, bedding linens, and decor represented in Pottery Barn reminded me of the security and happiness of Christmases past, both here in the US and back home (Philippines), as well as during my adult life up and down the east coast and in super-chilly Chicago.  I also love my bed, so draping it with fine, soft linens and warm duvets is an indulgence I do try to cultivate, but I wish I could afford even more opulence!  How I would LOVE to have a silk channel quilt keep me warm and happy and my bed a sight to behold, or a faux brown bear oversized throw and matching pillow covers to remind me of cool summer nights back in the timeshare lodges in Baguio, Philippines...  Love the cozy sherpa and cozy (faux) fur robes and matching slippers!  They're 15% off online right now, and monogramming is an extra $8.50.  I'm thinking of getting one for my Mom- I think she'll appreciate it.  :)#730",17,19,DlDQfWjRJ25gqfsDbQFbTw,11/19/2014,3,11,34,Shopping
519,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 1, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",GdgGAINCqMXqcuKd2nKEBg,"['Art Museums', 'Shopping', 'Museums', 'Arts & Entertainment', 'Art Galleries']",33.46677161,-112.0727462,Phoenix Art Museum,85004,302,4.5,Arizona,M9rRM6Eo5YbKLKMG5QiIPA,891,10/11/2007,13383,513,10,23146,126,5.943246481,"I thought it might be time to update my review.  I have posted dozens of photos of my visits to PAM, and I never get to see everything I want to see in one visit!  I like to putter around for hours, looking at objects from different angles, and reading the blurbs of information that go along with them.  I always intend to return every week, so I always plan on going Wednesday nights (when admission is free from 5 pm to 9 pm), but life doesn't comply sometimes, so I decided I'd buy a membership so that I may come and go whenever I please!  If you're a putterer like me, and dislike ruminating among crowds of people, then plan on visiting during the week, especially on Wednesdays, because that is the day when the museum closes late!  Thursday hours allow you only until 5 pm...  I also know that the first weekend of every month is free admission weekend for Bank of America customers (just show your credit/debit card as proof), so unless you plan on taking advantage of that deal, you may want to stay away on those weekends, as I'm sure that draws in larger crowds.  I'm not positive, but I think First Fridays may mean something special for visitors to the museum, as well.  For those who'd like to walk around unencumbered by purses/bags, items of clothing, and other things that you may be carrying with you, because it's just too hot to leave them in the car, you may use the lockers situated to the left of the entrance, free of charge!  You're not supposed to bring outside food or drink, since there's the restaurant/cafe Palette, so you've been warned.  Certain tiers of support allow you a 10% discount at the restaurant and gift shop, as well as access to events tailored to film buffs, social butterflies, and fans of art lectures and talks.If you need a break from studying museum artifacts, you may find your peace either outside, in one of the courtyards, or at one of a few museum overlooks, which are furnished with leather couches and chairs.  Perhaps you'll be lucky enough to find one without people speaking loudly to each other, or on the phone...  Oh, and I just found out a few minutes ago that there's an art library, The Gene and Cathie Lemon Art Research Library, accessible to local residents, too!  It's at the administrative building, the Wolfswinkel Education Center.  I've lived in the valley for 13 years, and I just found out about this.  The books and other info cannot be taken home, but local residents may have access to these and other library resources during public hours, and for those who aren't residents, you may search for titles of interest so that you may know what to borrow at your local libraries, or buy at your bookstore of choice.If the museum, its many courtyards, Palette, the gift shop, and the library aren't enough to whet your appetite for culture, check out the nearby Phoenix Theater!  It's on museum grounds, and I always walk by it on my visits, but I've never had the pleasure to attend a show there (or maybe I have, and I've forgotten because it's been so many years?).  I hope to see at least one show this year, so I'll have to look into their calendar of events soon.I am really looking forward to my next visit!p.s.  Fashionistas!  You may peruse through the museum's online gallery for info on the dresses at phxart.org, under the tabs of Collections, then Fashion, then look for the link to the online gallery, and enjoy!",109,108,xaeKTDO8O4kNDYxupjmBTA,7/1/2016,5,69,33,Shopping
520,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantTakeOut': False}",a9Q9QKf-iomkr7Ctp4Puhg,"['Specialty Food', 'Candy Stores', 'Flowers & Gifts', 'Chocolatiers & Shops', 'Food', 'Shopping', 'Gift Shops']",33.3013334,-111.8976163,See's Candies,85226,13,4.5,Arizona,M9rRM6Eo5YbKLKMG5QiIPA,891,10/11/2007,13383,513,10,23146,126,5.943246481,"6/8/11I give See's 5 stars just for offering a sample of their chocolates everytime someone enters the store!  Today was extra-special, bec. I was given a choice (!) of a raspberry-filled nutty truffle, or a dark chocolate walnut, and I chose the walnut.  The two walnut pieces offered to me were fantastic!  I'm a crunch-junky AND a lover of dark chocolate, so these dark-chocolate walnut confections had me enamored.  I was almost tempted to buy some, but I was here to procure some chocolate bars for my nephew and sister to enjoy when Mom hands them over upon her arrival in Charlotte on Friday.  See's offers many  chocolate bar varieties, including milk chocolate, milk chocolate w/ almonds, milk chocolate w/ toffee bits, dark chocolate w/ almonds, and extra-dark chocolate.  All 1.5 oz. bars are priced at $1.55, plus tax, w/ the exception of the extra-dark chocolate, which I believe costs $2.05 (plus tax).  These are pricey, but they're of very good quality-- I love the dark chocolate w/ almonds myself!Oh, how I wish I could have more of those dark chocolate walnuts!(Psst!  Two one-pound gift certificates, great for gift-giving, are available through Costco for $26.99!  A good deal, as I think the confections here go for $16.99 a pound.  These little morsels may be packaged (boxed) in quarter-pound increments, as well as in cute See's logo paper candy bags, in as little, or many, as you want.  Gift-wrapping, complete w/ elastic gold band and card, is available, for free!)",11,12,QdP_i8zvsq76jArOlINLqw,6/10/2011,5,9,33,Shopping
521,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'WiFi': 'free', 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantTakeOut': True, 'WheelchairAccessible': True}",aq-1jcbOg1yJk98dxntSzQ,"['Coffee & Tea', 'Bikes', 'Food', 'Shopping', 'Bike Repair/Maintenance', 'Local Services', 'Sporting Goods']",33.4975445,-111.9241824,Regroup Coffee + Bicycles,85251,46,4.5,Arizona,M9rRM6Eo5YbKLKMG5QiIPA,891,10/11/2007,13383,513,10,23146,126,5.943246481,"Interesting concept- a coffee- and a bicycle shop, all in one. The coffee counter is closest to the entrance, so you'll likely run into pedestrian congestion with everyone congregating near the door.  Abel was the sole barista, server, and cashier, so you'll most likely have to wait.  (All the others were busy cleaning and repairing bicycles at the other end of the store.)  I came to try pastries from Proof, a bakery located in Chandler.  It was my first time, and I had heard/read good things... https://www.yelp.com/biz_photos/regroup-coffee-bicycles-scottsdale?select=HmyzcFaF7puRjrfbmLBLBQCappuccino was lovely and delicious ($4) https://www.yelp.com/biz_photos/regroup-coffee-bicycles-scottsdale?select=pDjr6-hkaSU9o22pr2glew and the pastries were good ($4 each), https://www.yelp.com/biz_photos/regroup-coffee-bicycles-scottsdale?select=UJ_KKMP-8Wa0plPANYVlCg if not a bit too doughy for me, although I did appreciate the amount of chocolate in the pain au chocolat. https://www.yelp.com/biz_photos/regroup-coffee-bicycles-scottsdale?select=YTonudmLWk6MWpyWl0ZRrA  The almond essence in the almond croissant was very strong.  I would've liked more almond paste, since there was a lot of bread. https://www.yelp.com/biz_photos/regroup-coffee-bicycles-scottsdale?select=6rlkXRC3HfUrgdlihI4XGA  (I'm used to lighter, flakier croissant layers of other bakeries I've been to across the US- PHX valley, San Diego, Seattle, Wash., D.C., Charlotte, etc.)  Another factor in my not enjoying the pastries more, especially the croissant, was that they could not be ""toasted"" up for me to enjoy at the shop, but I understand why Regroup wouldn't have an oven setup.Something cool for bicycle enthusiasts who have their bikes repaired here-- a nice cup of joe while you socialize/wait.  I finally had a chance to try Proof, and I didn't have to drive all the way to Chandler to do so, so thank you, Regroup Coffee & Bicycles!",54,50,1tW1UjICEprQwFjaDo5J5A,1/16/2017,3,32,30,Shopping
522,"{'RestaurantPriceRange2': 3, 'DogsAllowed': False, 'BusinessParking': {'garage': True, 'street': False, 'validated': True, 'lot': True, 'valet': True}, 'BikeParking': True, 'WheelchairAccessible': True}",ES0ijQ-KlNPUoXl4tK1tDQ,"['Shopping Centers', 'Department Stores', 'Shopping', 'Fashion']",35.15218732,-80.8317589,SouthPark,28211,188,4,North Carolina,#NAME?,478,3/27/2007,135,57,11,681,133,5.902008492,"Fantastic mall, everything a girl could need.... Nordstrom, Nordstrom Cafe, Urban Outfitters, Anthropologie, Louis Vuitton, Sephora, and a Tiffany's. The lack of crowds was a plus, as was the ample parking and food options... however, there is a mysterious smell of cigar wafting somewhere in the middle of the mall. I suspect a cigar club or shop, but never did see one.",3,1,Gj2mEC4d5AgrSmv0v5rpXA,4/9/2008,5,1,1,Shopping
523,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 1, 'Caters': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}",BpW65jN4yscndnTsdyzoHQ,"['Food Trucks', 'Food', 'Arts & Crafts', 'Food Stands', 'Shopping', 'Caterers', 'Event Planning & Services', 'Cooking Classes', 'Restaurant']",35.199474,-80.879974,Roots Farm Food,28217,32,4,North Carolina,LdWIjNvjdaAoAfpQhT6F9w,931,10/26/2006,6163,219,10,12853,138,5.799798268,"What a fantastic find! I was wandering around Charlotte's Uptown and saw a line on a corner in front of the truck. There's a good reason all those people are lined up! On the day that I happened upon this truck, it was sliders day. 2 for $7 or 3 for $10. It was tempting to order all four, but I knew my stomach wouldn't be able to keep up. It's hard to travel alone when you want to eat ALL the food! I went with the Grilled Steak Slider with Bing Cherries and Blue Cheese Chutney and the Jerk Chicken Slider with Crisp Cucumber and Roasted Bell Pepper Salad.I found a newspaper box to set my take-out container on and chowed down. They were both delicious, though I'd have to say that I leaned more towards the chicken in this showdown. It was tender, flavorful, and all the flavors went so well together!If I'm ever in Charlotte again, I'll have to track down Roots because I'll want to sample everything with my partner in crime. It's just how we do things... EAT ALL the things.The folks at the truck are incredibly friendly. Loved that!",3,4,DPD0UiD6bPklW9xJbRr84g,10/22/2012,4,1,10,Shopping
524,"{'RestaurantPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",qIMgYEui542vapZdq-VL1Q,"['Shopping', 'Shopping Centers']",41.4985554,-81.4943391,Beachwood Place,44122,74,3.5,Ohio,om5ZiponkpRqUNa3pVPiRg,2578,1/18/2006,83693,842,12,8940,147,8.312731151,"I wouldn't trade Michigan Avenue or living in a city for anything, but sometimes going to a mall is so refreshing.  I can never get my fiance to go shopping with me so when he suggested we spend yesterday at Beachwood Place I jumped at the opportunity.  And this is sure is a nice mall that has practically everything including  (that is besides Bloomies and Neimans....what's up with that?).  I had a lot of little things on my list to buy...you know all those important things like new makeup brushes, hanky pankys, and sunglasses.  And so I spent a lot of time in Saks Fifth Avenue, Sephora, and Nordstroms (yay for the anniversary sale).  The food court could use some work (although I was happy to see my favorite chick-fil-a)...some healthier options would be nice!",2,1,CCtO-84bs3DqsZutpVmnug,8/5/2007,4,1,17,Shopping
525,"{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",rzE9MVZ2WJfMxjGH57dWDw,"['Antiques', 'Toy Stores', 'Shopping']",41.5100553,-81.5801203,Big Fun,44118,89,4.5,Ohio,XHuNSjrPA3Vyi7n4iVhZaQ,1114,6/6/2005,94,252,11,3317,154,6.253538286,"When you go to Oberlin, the nearest big city is Cleveland. And when you come to Cleveland you have to come to Coventry and thus, you must come to Big Fun. It's even right next to the parking lot! Big Fun is a toy store that is filled to the brim with tons and tons of toys  and novelty items. They even have an old school photo booth!",1,0,dsBFMuddMNTYg_khONQXQg,6/25/2005,5,0,11,Shopping
526,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'GoodForKids': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",56d3dE1LoZZMxA-kTQvqew,"['Art Galleries', 'Arts & Entertainment', 'Beauty & Spa', 'Shopping', 'Tattoo']",36.1153219,-115.2235825,Studio 21 Tattoo Gallery,89103,339,5,Nevada,XHuNSjrPA3Vyi7n4iVhZaQ,1114,6/6/2005,94,252,11,3317,154,6.253538286,"You can agonize over decisions or you can just do them when the time feels right, and I picked door number two. This place is clean, and whether or not it is ""expensive"" is not for me to say. Do I want to cheap out on a permanent decision? I've certainly spent more on less. Phil was my artist, and he was quiet, fairly quick for the 30 minutes of endorphins that ensued when the needle started buzzing, and he was meticulous in getting the lettering and spelling done correctly. For the end, they had Vita Coco for sale, which was a nice, classy touch and bought me back to earth. Venture off the strip and be rewarded.",12,3,WuE0NOsZm2g1DezLOZsTMg,7/18/2012,5,2,8,Shopping
527,"{'BusinessAcceptsCreditCards': False, 'RestaurantPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",gOmKyNeAr85PZIgux3ZVdQ,"['Flea Markets', 'Discount Store', 'Thrift Stores', 'Shopping']",41.3630902,-82.2215894,Jamie's Flea Market,44001,13,3.5,Ohio,XHuNSjrPA3Vyi7n4iVhZaQ,1114,6/6/2005,94,252,11,3317,154,6.253538286,SO MUCH STUFF!! Come early or all the good stuff will be gone. Places like these only seem to exist in rural Ohio.,1,0,b8fbXpfa1gi5rQnjXgAm0Q,6/25/2005,4,0,5,Shopping
528,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 3, 'WiFi': 'paid', 'GoodForKids': False}",Az_60nNuh1FH8Ds8oasZjw,"['Resorts', 'Home & Garden', 'Casinos', 'Arts & Entertainment', 'Home Decor', 'Hotels', 'Shopping', 'Hotels & Travel', 'Event Planning & Services']",36.12768447,-115.1674461,Encore,89109,1726,4,Nevada,XHuNSjrPA3Vyi7n4iVhZaQ,1114,6/6/2005,94,252,11,3317,154,6.253538286,"If Las Vegas is my spiritual home, then the little triangle of Encore/Wynn/Palazzo cushioned by the Peppermill and Riv is where I come to worship. This. Is. It.",0,0,mfZJgmPLRaWDHQjv9TpsAQ,8/1/2011,5,1,0,Shopping
529,"{'RestaurantPriceRange2': 3, 'DogsAllowed': True, 'BusinessParking': {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}, 'BikeParking': True, 'WheelchairAccessible': True}",C0C7IxBSC1df0FwXODZCvw,"['Shopping', 'Shopping Centers']",33.6251384,-111.9250468,Scottsdale Quarter,85254,109,4,Arizona,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"Right at the intersection of N. Scottsdale Rd., N. Greenway-Hayden Loop and Mt. Getoveryourself Lane is the new shopping center, Scottsdale Quarters.  Because there was not enough shopping at Kierland Commons and certainly not enough within the surrounding square mile, Scottsdale Quarters was wisely erected during this recession.I visited because my daughters received H & M gift cards for Christmas and there is an H & M here.  H & M is pretty much targeted at 20 somethings and wannabe 20 somethings.  Sort of Ikea meets The Gap.  Although in fairness I did spot a Sgt. Pepper looking jacket that I tried on...it just didn't work.  For me or anyone.So Scottsdale Quarters also has some upscale stores and Brio restaurant which I have not tried but it has reviewed pretty well.  What they are lacking at this point is a good coffee house where dad's can chill while the kids are at H & M.I like the upward rather than outward design of much of the shopping center.  It would be nice if they add apartments or condos rather than office space above,  Or at least a mix.  That would certainly lend itself toward an urbanism that the Valley is missing.",11,8,_WZTx76796uoIWeH61H_Ww,12/28/2009,3,11,10,Shopping
530,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 4, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': False, 'WheelchairAccessible': True}",Pvuk0SoevAiOHt0fCOc8tg,"['Shopping', 'Mobile Phones']",33.2814875,-111.7890349,T-Mobile,85249,14,3.5,Arizona,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"This has been my go to T-Mobile location since moving to Arizona.  It is a ""real"" T-Mobile store unlike all the ""T-Mobile Light"" stores that have popped up over the last year.  They aren't worth bothering with because they can't do many of the things that a ""real"" store can, they are pretty much just authorized resellers operating under the T-Mobile marquee.I always seem to get waited on fairly promptly even when they are slammed and the staff is pretty good at multitasking.They have provided in-store tech support on several occasions and got my phone warranty replacement underway in short order.",7,5,Rp4X9lj81fKuzesgolGkbQ,5/23/2010,3,3,10,Shopping
531,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': False}",fgskuH5aQq0ROHm9zst_0g,"['Discount Store', 'Fashion', 'Home & Garden', 'Department Stores', 'Shopping', 'Home Decor', ""Men's Clothing"", ""Women's Clothing""]",36.1332152,-115.1632487,Ross Dress for Less,89109,78,3.5,Nevada,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"This is the Mother of all Ross Stores, by the way.  It's certainly the biggest @IGotItAtRoss I've been in and while I do not puff my chest with pride when saying so, I have been in a good number of Ross stores.You'll find the typical mix of good deals and not so good deals, clothes you would wear and clothes you would poke fun of if you saw someone wearing them.The selection is huge, however.  The luggage area is probably 8 aisles alone!So if you're in Vegas and you want to get a little bargain shop on while you get your funk on, come here.  Just remember, silly drunk shopping you can get away with, sloppy drunk shopping will get you tossed.",9,6,A2ztm31rsWWBw1xr9o1OWg,3/19/2011,3,6,8,Shopping
532,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 3, 'BusinessAcceptsBitcoin': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': False}",aHLPCrs-QltXH8mGJcJvIA,"['Event Planning & Services', 'Formal Wear', 'Bridal', 'Shopping', 'Wedding Planning', 'Fashion']",41.520345,-81.530908,American Commodore Tuxedo,44121,7,2,Ohio,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"I was measured at a different tux shop, in California, not @AcTuxOhioI don't think all the measurements were off though.Make sure you come in a couple days before you need your tux and try on everything.I needed:  bigger shoes, bigger shirt, longer pants and larger jacket.  The vest and bow-tie were fine...fortunately they had everything on hand to get me set up on the spot.  Maybe their sizes run small?They recently moved a few doors down and the changing area is pretty slapped together and dark.Service was good overall.",4,2,RSOHOnpq_aX5IByNlgRhRw,11/8/2011,3,1,8,Shopping
533,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'WheelchairAccessible': True}",SjRzMfaQdkrdF7ZOLDrxEw,"['Shopping', 'IT Services & Computer Repair', 'Local Services', 'Computers']",33.3631559,-111.9083127,RedSeven,85283,25,4.5,Arizona,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"I am now cooler for being serviced by RedSeven.  Err, having my computer serviced by RedSeven.  It started with attending an open house, meeting Nick and Yelper Michael C and nabbing a little free grub and wine.  Free food and wine always makes things cooler, as a rule.At the open house I got some quirky Star Wars themed coupons for $50 off of service.  $50 cheaper is also always cool.  Not as cool as $1000 cheaper but you get the idea.  So we brought our desktop/doorstop in and had RedSeven get all the nasties out that the kids had probably downloaded from limewire or something.  Quick friendly service from Nick at drop-off and Michael C at pick-up, desktop is back at home running quickly and earning it's keep as the kids PC again.Oh, and they serviced me fast!  Err, my PC...like 48 hour turn-around.",15,9,DvoAfZA0FJV1XFIbFFB9IA,6/29/2009,5,6,7,Shopping
534,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantTakeOut': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",LBg8fqw9z6uCdTrVq8rihA,"['Beer', 'Wine & Spirits', 'Grocery', 'Shopping', 'Food', 'Specialty Food', 'Flowers & Gifts', 'Florists']",33.3811787,-111.7870994,Trader Joe's,85204,101,4.5,Arizona,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"Ode to Trader Joe'sSeasonal produce of mellow fruitfulness!Island themed friend of the tropical sun;Conspired to load the shopping cartWith fruit and veggies that round the table run;Oft whoever seeks tasty may find.To swell the freezer, and fill the pantry shelvesWith a delicious variety of inspired cuisine,Who hath not sampled amid thy store?Sometimes returning again and againSeeking thy tiny cup of gratis java.Where are thy Joe-O's? Ay, where are they?Think of them, and thy hast cheeses too,Then in a clanging call the young cashiers beseechOpen yet another among the checkout standsAnd gathering shoppers swoon in the lot.WIth a nod to Keats",3,10,zy30pOWy_4ial1wVghXB3A,5/18/2008,4,3,6,Shopping
535,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BikeParking': True, 'RestaurantTakeOut': True}",1tcw9UboRe2eZZavjZ60HA,"['Shopping', 'Grocery', 'Drugstores', 'Food']",33.23373152,-111.8605049,Safeway Food & Drug,85248,25,3.5,Arizona,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"My first visit to a Safeway since leaving New England.  A pretty good experience overall.  They were celebrating a remodel and having quite a busy Saturday.I asked a very tall woman (we're talking WNBA stature) with an overlong and sparkly rhinestone belt which way to the bakery.  She decided the best thing was to escort us to the bakery.I have been escorted off the premises, I have been escorted to the restroom, I have even been ""...warned and sent, copy, over.""  But I have never been escorted to the bakery.We opted to pass on the croissant we came in for since they only sell them in bunches.  Instead we picked up some doughnuts and stopped at Starbucks on the way out.  The doughnuts were discounted but only if you have a Safeway card.  The clerk refused to scan a generic card or give the discount unless I could provide my info to be in the system.  Oh yea, I remember why I quit going to Safeway.  The woman behind us offered her number so that we could get the discount.Safeway remains one of the bottom dwelling grocery chains in my esteem.",10,6,KjuSTbJBHjfIbNb2sqea1w,11/7/2009,2,7,6,Shopping
536,"{'BusinessAcceptsCreditCards': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'ByAppointmentOnly': False}",7CcWf0Wl7AidEzLDUa6lJg,"['Religious Items', 'Flowers & Gifts', 'Jewelry', 'Shopping', 'Gift Shops']",41.4656861,-81.8400513,Casey's Irish Imports,44116,3,4.5,Ohio,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"Nice folks and they had my hat! Well close anyway...damn near the exact same cut, same hat maker in Ireland.You see, my wife and wee little ones bought me a hat when we lived in the good ol' Irish neighborhood of west Lakewood many a year ago...about 20 in fact.Well we live in sunny California now and my hat was lost several months ago...compliments of the TSA or the airline I'm not sure which...I just know when I got my suitcase home and opened it there was a note that it had been inspected...and the hat was gone.I harangued the TSA, the airline, the airport lost & found to no avail.  My wife & I searched around our current home (Los Angeles) and still no luck.  All the hats we found just didn't work...many were cut very wide and poofed out on my big old head.So we determined to look in the Lakewood area when we were back in Cleveland for a visit...and 'lo and behold we found one here at Casey's from the same folks at Hats of Ireland.  Lots of great imports from the old sod here as well.Go raibh maith agat!",3,3,fRk7NGRKbCkZ3PdN76r3Iw,10/2/2014,5,2,5,Shopping
537,"{'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",jlbP9Yd0AQP8OlcsFkZ4hQ,"['Shopping', 'Home & Garden', 'Home Decor', 'Furniture Stores']",33.3406452,-111.9701824,IKEA,85284,494,3.5,Arizona,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"You can read about the furniture, food and design in other reviews.  I won't bore you with that.  What I am here to tell you about is how much fun you can have if you go here early (or late on a weeknight) when it is not busy and take a camera.My family (alright mostly my kids & I) get a kick out of hiding price tags in the demo areas and snapping lots of pictures as if it was our house.I uploaded a few.",2,4,EPWF2cIKF_cwhSjhoiHenw,2/29/2008,4,9,4,Shopping
538,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantPriceRange2': 1, 'BikeParking': False, 'RestaurantTakeOut': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",_BS2zLAkZbelPCt5wLHQqQ,"['Shopping', 'Drugstores', 'Cosmetics & Beauty Supply', 'Beauty & Spa', 'Convenience Stores', 'Photography Stores & Services', 'Food']",36.1327221,-115.1637025,Walgreens,89109,30,3,Nevada,QuZbJquRtbY9O9JrB9NpxQ,1636,7/7/2007,11734,157,11,5070,129,6.117776518,"Clean and convenient public restroom on the strip, you don't have to walk through 9 miles of mall or casino to find it.  Just sayin', keep it in mind...",9,4,xz2Aoqzp_OQ_FV_-F8_M_w,7/12/2009,4,4,2,Shopping
539,"{'RestaurantPriceRange2': 3, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",HJx0usnyVijOom2q73xGIA,"['Shopping', 'Shopping Centers']",41.45965369,-81.95192456,Crocker Park,44145,89,4,Ohio,s2c7-9bqMhjA8POuKIHm8g,880,1/17/2007,1778,124,11,5128,135,6.000711744,"If I lived in Ohio, this would be my go-to place for shopping. I don't particularly enjoy regular (by regular, I mean indoor) shopping malls so Crocker Park is a great alternative. This may not seem so fantastic when it's raining or snowing but on nice days, it's a great place to shop.There are plenty of great stores and eateries that appeal to me so I was very happy when my friends brought me here to have lunch and window shop. It's also nice that they don't charge for parking which is not something you'd find in DC. Go to Crocker Park. And when it's nice out, sit in the common area and play chess on the GIANT chessboard.",9,9,HRzf2165AowRl0-m4aQ6jg,4/16/2009,4,1,27,Shopping
