,user_id,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,text,business_useful_review_count,business_id,cool,review_id,date,business_stars,funny,sentiment_score,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,business_review_count,business_review_stars,state,business_category,full_state,username
19603,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"Looking for unique gift for a friend or family member? Frances is your spot.  They refer to themselves as ""a modern boutique with vintage charm,"" and I'd say that's super accurate!  With super friendly owner and staff, really quirky and fun merchandies, and a super convenient location, this place is great.Whether it's clothing, shoes, candles, accessories of all sorts, or just a greeting card, Frances has it all.  This boutique is conveniently located right at Central and Camelback and has a nice big parking lot right there.  So unless it is time for one of their events like Crafeteria, parking in the lot isn't an issue.It's worth it to find other parking for Crafeteria though... It's always held in early December - perfect for holiday shopping!  There are tons of unique local artists, live music, and even some food trucks.  This year, we swung by and purchased some great candles amongst other things.  It's just a lot of fun to support local and see others doing the same. But back to Frances... whether you're window shopping or looking for something specific, you can't go wrong by starting here.  Happy shopping!",6,K141mTgWaKx8qlQkBG1huQ,3,Q4YJZI_lsdMokHwRdO7xHQ,1/12/2014,4,0,46,10 W Camelback Rd,"{'Open24Hours': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Fashion', ""Men's Clothing"", ""Women's Clothing"", 'Shopping', 'Jewelry']",Phoenix,"{'Monday': '10:00-18:00', 'Tuesday': '10:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Sunday': '12:00-17:00', 'Saturday': '10:00-18:00'}",1,33.50959396,-112.0745607,Frances,,85013,137,4,AZ,Shopping,Arizona,Gabi
22487,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"It's been awhile since I've gotten a FTR (""first to review""), but I'm super excited to share this brand new hodge podge of local independently owned businesses with the Yelp community!They officially opened yesterday and they are still celebrating the official grand opening this weekend.  We stopped by this morning to find lots of passionate business owners and employees, fellow shoppers, and some food, drink, and entertainment as well.UNION is made up of 18 small boutiques ranging in size from 200-500 square feet, as well as the new casual eatery, Trattoria del Piero. It's located at the east end of the outdoor shopping mall, right next door to Stingray.  We had our toddler with us, so I couldn't do as much shopping as I would've liked today, but I'll definitely be back to explore in more detail.  In the meantime, some highlights for me included seeing several fabulous women's boutiques near the front that I didn't catch the names of; a small storefront for Customatic.com, which offers all kinds of custom pieces for the modern home; Smeeks which sells an assortment of old-time favorite candy and fun unique gifts - my son was in heaven looking around at everything there; Frances which just like their original location sells everything from women's clothing, shoes, accessories, and more; Oils and Olives by Queen Creek Olive Mill, which is pretty self-explanatory,and Paris Envy which has all kinds of vintage home decor items, accessories, and more.  In addition, there is a flower shop, a bicycle company, a newsstand and paper-goods storefront, Royal Coffee, etc... Like I said, I can't wait to go back without my kid to shop more peacefully and take my time checking it all out!We did grab a quick meal at Trattoria del Piero, which has an impressive menu and serves local, organic food / drinks all day long including casual breakfast and lunch, and more of a full service restaurant in the evenings for dinner.  We had a breakfast frittata sandwich that reminded me of tortilla espanola from my studies abroad in Spain years ago... it was delicious!  We also had a P, B & J sandwich with banana and some mini chocolate cupcakes made with Queen Creek Olive Mill's olive oil - all very tasty!  Great service in the restaurant and you'll see some local familiar faces there including Lisa G.  Her famous bowl of balls is on the menu too!",17,RanoaoBj5tL9X1TSYwBOEw,15,kNomVpELKq6vSzJ05U-iPQ,11/10/2012,5,8,45,2502 E Camelback Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}","['Flowers & Gifts', 'Specialty Food', 'Gift Shops', 'Shopping', 'Local Flavor', 'Food']",Phoenix,"{'Monday': '10:00-20:00', 'Tuesday': '10:00-20:00', 'Friday': '10:00-20:00', 'Wednesday': '10:00-20:00', 'Thursday': '10:00-20:00', 'Sunday': '12:00-18:00', 'Saturday': '10:00-20:00'}",0,33.5102068,-112.0272041,UNION Biltmore,,85016,37,4,AZ,Shopping,Arizona,Gabi
23139,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"I've spent way too much $$ at this Destination Maternity store as of late, but I'm grateful that it exists, as without them, I'd have nothing that fits this very pregnant belly of mine!I was lucky enough to get by during my first pregnancy with a bunch of hand-me-downs from friends, a visit to a maternity boutique in Michigan that my mom took me to, a couple of online purchases (thanks IsabellaOliver.com) and maybe just one visit to this DM.  Unfortunately, most of those things were seasonal and wonderful for when I was super pregnant in the Summer.  This time around, I'm super pregnant in the Winter, so what does that mean?  Pretty much all new clothes!Thank you Carrie and staff at this DM for all of your help these last couple of months.  Thanks to you, I've purchased a ton of cute clothes including a formal dress, several sweaters, a couple of go-to pairs of pants, leggings, long sleeve shirts (both casual and for work), a wonderful bra, some new underwear, and more!  Whether you are looking for brand name designer labels (Splendid, BCBG, Joe's Jeans, Jessica Simpson's maternity line, etc...) or just something that fits, you'll find pretty much anything you're looking for here.  I've had to return a few things, and they've also been great about that... and the play area for toddlers comes in very handy too.I haven't used the spa, but I've heard good things about that as well.Destination Maternity may be a chain, but it's a wonderful one stop shop for all of your maternity / nursing needs.  Happy shopping prego friends!",11,0yHTLzrI3f4j5GF2Un2DFA,9,lZr0RmI4SE3bOCXpWZAPGw,2/11/2013,4,3,45,18560 N Scottsdale Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}","['Maternity Wear', 'Fashion', 'Shopping']",Phoenix,"{'Monday': '10:00-21:00', 'Tuesday': '10:00-21:00', 'Friday': '10:00-21:00', 'Wednesday': '10:00-21:00', 'Thursday': '10:00-21:00', 'Sunday': '11:00-18:00', 'Saturday': '10:00-21:00'}",1,33.6543802,-111.9258909,Destination Maternity,,85054,29,3,AZ,Shopping,Arizona,Gabi
22142,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"Thank you Marti and Chef Linda...I was looking for a fun evening activity for a group of fourteen yelployees during our recent regional week conferences, and cooking class was appealing to most of our group.  Unfortunately, when I went to do some research on local cooking classes, most of them were way out of our budget.  That is, until I spoke to Marti at Sweet Basil.  Marti was extremely accommodating and I was pleasantly surprised to hear that the pricing for our group was reasonable compared to some of the other cooking schools that I was looking into.  There was a great selection of menus to choose from as well.  I went with the ""Easy Entertaining"" option, which included recipes for the following items:* Baked Brie with Shallots & Roasted Raspberry Chipotle Sauce* Smoked Salmon Cakes with Lemon Dill Aioli* Grilled chicken Satay with Ginger Mustard Sauce* Bloody Mary Shrimp* Pork Pot Stickers with Garlic Soy* Pepper-Crusted Steak with Horseradish cream* Mini Caramel Pecan Pies with Bourbon whipped CreamWhen the group arrived, there were aprons for all, and Marti introduced herself and Chef Linda prior to us beginning.  Our group was ready to get our hands dirty right away, but we did have to be patient as Chef Linda walked us through each recipe... From there, we buddied up (except for Emi H who bravely took on the Chicken Satay on her own) and were on our own with the large kitchen and ingredients.  Tiffany and I did the Brie which was by far the easiest, but we had fun with it and it turned out incredibly (if I can say so myself)!All in all, this was a fabulous evening, and great for team building too... but if you do book Sweet Basil, a couple of things to keep in mind that may be helpful:*While SB does provide iced tea and water, they allow BYOB, so if your group is anything like mine, I do recommend taking advantage and bringing some wine!*You'll likely begin your class promptly at 6:30, but won't be digging into the food for quite some time, so you may want to grab a bite prior to arriving or ask about purchasing some snacks to nosh on while you eat.In addition to the above, note that SB is also a fabulous store for all kinds of cookware, kitchen accessories, and more... I purchased a great little salad dressing bottle while I was there and definitely could've done a lot more damage given more time!",9,QosqxBQrGR0o6Gx9mlcMmg,7,1YtCrHuY0owVHahzl31SiA,10/16/2012,4,5,42,"10749 N Scottsdale Rd, Ste 101","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Cooking Classes', 'Building Supplies', 'Arts & Crafts', 'Kitchen & Bath', 'Home & Garden', 'Specialty Schools', 'Appliances', 'Shopping', 'Education', 'Home Services', 'Cooking Schools']",Scottsdale,"{'Monday': '9:30-18:00', 'Tuesday': '9:30-18:00', 'Friday': '9:30-18:00', 'Wednesday': '9:30-18:00', 'Thursday': '9:30-18:00', 'Sunday': '9:30-18:00', 'Saturday': '9:30-18:00'}",1,33.5836425,-111.9259167,Sweet Basil Gourmetware & Cooking School,,85254,44,3.5,AZ,Shopping,Arizona,Gabi
20655,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"I finally made it to the new Biltmore location of lululemon the other night... I'm a huge lulu fan, and I must say, I was extremely impressed!This store must be four times the size of the previous Old Town showroom, and not only do they carry a ton of amazing lulu merchandise, but the staff was super friendly and helpful (thanks Roslyn and Kate B) despite the fact that we walked in five minutes before the store was closing... Also, since the location of the store is in the Biltmore Fashion Park, they offer free classes every Sunday at 10:30am that are open to the public.  How cool is that?  I will have to go sometime for sure!  Oh, and extra bonus - I think this store is going to be starting a running group soon too!When I go into lulu stores, I feel like a kid in a candy store... there are all kinds of colorful merchandise from sports bras and tops to shorts, pants, dresses, yoga mats, headbands, and oh so much more.  I love it all!  I treated myself to one new shirt during this trip... I even went a bit crazy with the color - it's green!  (I'm usually all about solid whites and blacks).If you're not yet familiar with Lululemon, this store is worth a visit... but I will warn you - it's easy to get hooked!  I'll sign off with a few of the motivational quotes that are on the business cards and bags for this store:""Do one thing a day that scares you.""""Friends are more important than money.""""Practice yoga so you can remain active in physical sports as you age.""""A daily hit of athletic induced endorphins gives you the power to make better decisions, helps you be at peace with yourself and offsets stress.""""Dance, sing, floss, and travel.""I love lululemon!",8,KbjxD5V2cq5M-r-x7hngkQ,9,_2Xte_jJbmFduMHKhJVwlA,9/11/2009,5,2,41,"2502 E Camelback Rd, Ste 133","{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'GoodForKids': False, 'WheelchairAccessible': True}","['Shopping', 'Active Life', 'Sporting Goods', 'Fitness & Instruction', ""Women's Clothing"", 'Sports Wear', 'Fashion', 'Yoga']",Phoenix,"{'Monday': '10:00-20:00', 'Tuesday': '10:00-20:00', 'Friday': '10:00-20:00', 'Wednesday': '10:00-20:00', 'Thursday': '10:00-20:00', 'Sunday': '12:00-18:00', 'Saturday': '10:00-20:00'}",1,33.51056953,-112.0279495,lululemon athletica,,85016,51,4,AZ,Shopping,Arizona,Gabi
22228,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"I've been carrying around gift card money at Victoria's Secret (aka Vicky's Secret as my Aunt Marcy calls it) for awhile now.  So, on the last day of 2009, I decided to go spend some of that money and buy something sexy to wear for NYE!Unfortunately, the employees were not helpful at all and the store was a zoo... filled with shoppers because of their sale.  I hunted through and found a few things but didn't have the patience to try stuff on, so I picked out five cute bottoms that were on the 5 for $25 table, a cute night shirt and boy short bottoms, and a couple of other things.  I waited in line and the lady who rang me up tried to sell me on their Angel card.  No thanks I said.  ""Are you sure?"" She asked and proceeded to tell me all about the wonderful benefits of the Angel Card.  ""Not today, thanks"" was my reply.Then she told me one of the bottoms I chose was on sale and no longer part of the 5 for $25 deal.  So I went to choose another pair.  When she told me the same thing about another pair, I'd had enough.  I didn't need eight new pairs of underwear... at that point I was annoyed and chose only a few of the original ones I liked.  I couldn't wait to get the hell out of there.Sure, VS is an alright store, but they need to work on their customer service at this location.  They do sell cute stuff but I'm not so sure about the quality.  I'd much rather prefer shopping at a lingerie boutique but VS is more affordable than most cute higher quality boutiques so I'm sure I'll be back to spend the rest of my gift card money another time soon.  I'll hopefully pick a time to go next time that is not as crazy crowded and perhaps maybe even find a different location where the sales people are pleasant to deal with... I'm sure I could find a push-up bra, t-shirt bra, magic this, or special that... I know they sell something for women of all shapes and sizes.  :)Oh, and if you're wondering, I did wear my purchase on NYE and it worked like a charm - for that, I'm bumping up their two stars to three.  Happy new year, Vicky!",17,KovO8yiHxuJfST21V7GYxg,15,XESitezynWbZ93u9lpb69A,1/2/2010,3,14,38,7014 E Camelback Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}","[""Women's Clothing"", 'Swimwear', 'Fashion', 'Shopping', 'Lingerie']",Scottsdale,"{'Monday': '9:00-22:00', 'Tuesday': '9:00-22:00', 'Friday': '9:00-22:00', 'Wednesday': '9:00-22:00', 'Thursday': '9:00-22:00', 'Sunday': '9:00-21:00', 'Saturday': '9:00-22:00'}",1,33.503581,-111.929699,Victoria's Secret,,85251,49,3,AZ,Shopping,Arizona,Gabi
22625,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"The first time I stepped foot into Lucy, I felt like a kid in a candy store... Since then, I've been on numerous occasions and spent a fair amount of $$ on athletic apparel, gym bags, socks, gift cards, and more.  The people that work at the store are friendly and the store has a good energy about it.  All of that being said, I am taking off a star because I think the selection at Lucy has gone downhill a bit!Dear Lucy:You used to carry many more name brands including Nike, Splendid, OmGirl, and Reef.  Now it seems that the majority of your products are the lucy line.  That is fine, but I miss the selection and quality of the other lines!  I will say that I am excited to wear the ""Lucy power pant"" that I recently bought, and that I like the fact that you offer short and tall style pants to choose from.  (Bonus for shorter peeps like me and saves me a trip to Jose your Tailor to get alterations!)  In any case, I do love you Lucy, but I'm hoping you'll bring back some of those other lines... until then, it's only 4 stars!On a serious note, Lucy is a great place to shop for active wear... and their gift cards make great presents!",4,pWww0j6B63bvaf-ZV8Ad-w,4,LQe5WmZ6kaersDymFgwDeg,11/30/2007,4,1,37,15054 N Scottsdale Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'WheelchairAccessible': True}","['Sporting Goods', ""Women's Clothing"", 'Sports Wear', 'Fashion', 'Accessories', 'Shopping']",Scottsdale,"{'Monday': '10:00-21:00', 'Tuesday': '10:00-21:00', 'Friday': '10:00-21:00', 'Wednesday': '10:00-21:00', 'Thursday': '10:00-21:00', 'Sunday': '11:00-18:00', 'Saturday': '10:00-21:00'}",1,33.6240175,-111.9263943,lucy Activewear,,85254,10,4,AZ,Shopping,Arizona,Gabi
23049,dIIKEfOgo0KqUfGQvGikPg,1817,8/10/2007,20789,775,11,11272,128,6.553570369,"I've been into this adorable boutique just once, but I've looked in the window on several occasions as for some reason, I tend to stop by after hours... My husband heard about Little Jewelz from some friends and while neither of us are typically ""consignment shoppers,"" we wanted to go check it out.It's true - it doesn't feel like a consignment store... more like a chic boutique with gently used and super cute items.  We are considering purchasing a dresser for the baby's room here.  We also found a super cute mirror that we were interested in, but were told the owner wouldn't part with it.  Lesson learned:  ask if something is for sale before falling in love with it!  (I guess you could look for a price tag too).  LJ has all kinds of cute clothing, jewelry, furniture, strollers, artwork, and more.  I'm sure we'll be returning once the baby comes, but wanted to share this really cute gem of a boutique with other yelpers that may be in the market for some fun kiddie-stuff now!",8,PvjBb12HLJifv31sOEhlAQ,10,tAxbXTrJNYMpxJNOX4BKnA,6/21/2011,4,4,36,3629 E Indian School Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Baby Gear & Furniture', ""Children's Clothing"", 'Jewelry', 'Shopping', 'Fashion']",Phoenix,"{'Tuesday': '10:00-17:00', 'Friday': '10:00-17:00', 'Wednesday': '10:00-17:00', 'Thursday': '10:00-17:00', 'Saturday': '10:00-17:00'}",0,33.4951571,-112.0035698,Little Jewelz,,85018,4,4,AZ,Shopping,Arizona,Gabi
21206,XCW5pJCDhvlW76XTSUEkIg,1773,8/21/2008,83175,181,9,14416,116,6.503836722,The flowers provided for my aunts funeral were some of the most beautiful flowers I've ever seen.The spray of flowers on top of her casket were gorgeous fragrant lavender roses.  With a mix of green and lavender other flowers.  It was so beautiful.  We also had white long stem roses provided to throw in as they lowered the casket.They have the most amazing staff who are caring and wonderful.  They felt like part of the family.We also had other misc. flowers at the funeral they were so amazingly gorgeous.  It was so much more than our family could have ever asked for.  We couldn't have been more appreciative.Truly caring people.  Truly wonderful business.  Leave it in their hands because you won't be disappointed.  Thank you guys from my whole family.,6,1gZQHfQgePCuLiwBBJcwgw,6,OAWwg0FYzqvN1iBoS1Zslw,5/18/2013,5,3,26,20815 N 25th Pl,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': True}","['Event Planning & Services', 'Party & Event Planning', 'Flowers & Gifts', 'Shopping', 'Florists']",Phoenix,"{'Tuesday': '9:00-17:00', 'Friday': '9:00-17:00', 'Wednesday': '9:00-17:00', 'Thursday': '9:00-17:00'}",1,33.6756783,-112.0274469,The Flower Studio,,85050,6,3.5,AZ,Shopping,Arizona,Ivy
25167,XCW5pJCDhvlW76XTSUEkIg,1773,8/21/2008,83175,181,9,14416,116,6.503836722,"You know when you travel you always manage to forget something.  I mistakenly assumed that my mom would have brought the things I needed or would have enough to share.  I was wrong.We came on Sunday and it was stupid busy.  Crazy busy and most people, customers that is, were crazy rude.My misc. items were disposable razors.  I needed razors because I couldn't dream of going to my aunts funeral with hairy legs.  Not that she would care.  My hairy legs would have made her laugh anyway.I also needed face wash because my mom complained I was using her travel sized one up.  So to shut her up I bought a new bottle for both of us.  She insisted Nuetrgena face wash didn't come in travel size.  Yes it does.  I love proving her wrong.My grandma also requested some flowers for the funeral after party.  She wanted a certain kind that we just couldn't find.  The selection they had was fine and we picked something that my uncle and I both liked.  The garden center is also 10 degrees cooler than outside or even in the store.  We hung out there for longer than needed.Then we also needed a nice frame for her portrait to be put on the casket. We found a very nice aged silver looking one with filigree on the sides.We actually made two trips while here.  It's just convenient and I wasn't driving so I really didn't have a choice.",4,YqQagw5jdCYeBhFTsIFWcQ,3,tfY6Ho3rO9KyQDZId2UAFQ,5/15/2013,3,7,5,"Phoenix Walmart Supercenter, 1825 W Bell Rd","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'WheelchairAccessible': True}","['Fashion', 'Department Stores', 'Grocery', 'Shopping', 'Food', 'Mobile Phones']",Phoenix,{},0,33.6371745,-112.0981733,WalMart,,85023,39,2.5,AZ,Shopping,Arizona,Ivy
24982,XCW5pJCDhvlW76XTSUEkIg,1773,8/21/2008,83175,181,9,14416,116,6.503836722,"What is the stupidest thing you could do on Christmas Eve?  Answer:  Go to Walmart.That being said. I did this exact thing because I forgot to bring a jacket with me to Phoenix and for those of you who don't know, Phoenix does get chilly in the winter.It was fricking crazy in here.  I don't think I have ever seen so many people at Walmart at one time.Fortunately I found a light coat for only $8 bucks and we fortunately found a cashier with one person in line buying only a soda.We were in and out in 5 minutes.  Shockingly!I like Walmart and this one, even though busy, was still organized and clean.  I still wish I had one close to home.",15,rUmJ5moQLQaWA2s99P2MEA,15,3o8_3bLvQefsZq1-zBjDQw,1/10/2010,3,16,4,1607 W Bethany Home Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsTakeOut': False, 'WheelchairAccessible': True}","['Drugstores', 'Mobile Phones', 'Department Stores', 'Discount Store', 'Food', 'Grocery', 'Electronics', 'Fashion', 'Shopping']",Phoenix,"{'Monday': '6:00-0:00', 'Tuesday': '6:00-0:00', 'Friday': '6:00-0:00', 'Wednesday': '6:00-0:00', 'Thursday': '6:00-0:00', 'Sunday': '6:00-0:00', 'Saturday': '6:00-0:00'}",1,33.522307,-112.092979,Walmart Supercenter,,85015,127,2,AZ,Shopping,Arizona,Ivy
25206,XCW5pJCDhvlW76XTSUEkIg,1773,8/21/2008,83175,181,9,14416,116,6.503836722,"I needed a drink after a day full of sadness.  My drink of choice was champagne and others at the after funeral party wanted beer.The store is so old looking.  I'm spoiled in  Northern California with all if the new remodeled Safeway's around me.  I haven't been in a store like this in years.  While it may have been old it was clean. Another great feature, a massive refrigerated beer case.  The beer has its own room.  It's own icy cold room.  Arizona knows what's up when it comes to the need for cold beer.Check out was slow.  But hey it's Arizona, it's slow around here.Not a normal shopping destination, just a stop along along my way.",6,juuueB_U4flmDep3HJru-Q,5,dC09uWJF-9wbDANsLnMVpw,5/19/2013,3,3,3,8035 N 19th Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'RestaurantsTakeOut': True, 'WheelchairAccessible': True}","['Drugstores', 'Grocery', 'Food', 'Shopping', 'Bakeries']",Phoenix,"{'Monday': '5:00-1:00', 'Tuesday': '5:00-1:00', 'Friday': '5:00-1:00', 'Wednesday': '5:00-1:00', 'Thursday': '5:00-1:00', 'Sunday': '5:00-1:00', 'Saturday': '5:00-1:00'}",1,33.5542623,-112.098466,Albertsons,,85021,20,3,AZ,Shopping,Arizona,Ivy
25109,XCW5pJCDhvlW76XTSUEkIg,1773,8/21/2008,83175,181,9,14416,116,6.503836722,"Are all grocery stores in Phoenix giant?  This one is huge.I didn't see any homeless people sitting around but there was a security guard on duty so that may have have something to do with it.We got stocked up on road snacks for our drive back to the East Bay.We also bought a small bottle of Vodka to enjoy one last drink as a night cap before our trip.The cashier made all of us show I.D. Me, my sister and my husband.  We are all over 21.  Then the cashier forgot to put the vodka in our shopping bag.  (We only had one bag)We got all the way to where we were staying then had to drive all the way back to get it.  I paid for it and I wasn't about to leave it sitting there.She also asked if we had a V.I.P card and I said no because we live in California.  She didn't even offer to give us the V.I.P treatment.  At least at Safeway they ask if you know someone who does.I like Safeway better.",9,bwG5hcJbLIk_VLoWde5iQA,8,r9zLC3wnQZrYOVMydsDzeg,1/19/2010,2,7,2,744 W Camelback Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsTakeOut': True, 'WheelchairAccessible': True}","['Drugstores', 'Food', 'Shopping', 'Grocery']",Phoenix,"{'Monday': '9:00-21:00', 'Tuesday': '9:00-21:00', 'Friday': '9:00-21:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '10:00-18:00', 'Saturday': '9:00-18:00'}",1,33.5113772,-112.0854834,Fry's Food & Drug Stores,,85013,58,2.5,AZ,Shopping,Arizona,Ivy
25226,XCW5pJCDhvlW76XTSUEkIg,1773,8/21/2008,83175,181,9,14416,116,6.503836722,"I have actually never been to a Wal-Mart Supercenter before. I'm actually really jealous that they don't have these in the Bay Area. I know, I know political reasons and whatever Wal-Mart is bad. Hey, I have a husband who hasn't had a job since February. I have to save every chance I get. You can buy grocery's and a sensible work outfit all in the same store. This trip I got: Volumizing Shampoo & Conditioner A Watermelon A Birthday Card for my Grandpa Work Gloves as the present for him A 500 piece puzzle to put together with my Grandma A new case for my glasses ( my other one broke on the drive here) A board game called Apples to Apples to play with my Uncle A new hair brush (this also broke in my suitcase) They had free samples  for everyone around the deli area. I had a sample of Sweet & Sour Chicken and a piece of steak cooked on a George Foreman Grill right there on the sales floor. It wasn't crappy at all and the girl cooking it agreed. The self check out line was Re-God-Damn-Diculous! Give a monkey a type writer and it will eventually write a novel. Give a self check out stand to a bunch of elderly, red necks and if I wasn't mistaken there was a real alien from outer space in line also, you will have a cluster Fu**.I swear to God I think there was something from the bar scene in Star Wars buying pampers and a loaf of bread. Other than not calling the X-Files I like this store and wished I had one.",9,DHl1cUYjLJqpqYiHdXbnqg,10,jQxYx1Hgj97sWu8dCKJYqg,9/7/2009,3,12,-2,3721 E Thomas Rd,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsTakeOut': False, 'WheelchairAccessible': True}","['Fashion', 'Health & Medical', 'Grocery', 'Electronics', 'Food', 'Mobile Phones', 'Discount Store', 'Drugstores', 'Department Stores', 'Shopping', 'Optometrists']",Phoenix,"{'Monday': '6:00-0:00', 'Tuesday': '6:00-0:00', 'Friday': '6:00-0:00', 'Wednesday': '6:00-0:00', 'Thursday': '6:00-0:00', 'Sunday': '6:00-0:00', 'Saturday': '6:00-0:00'}",1,33.478874,-112.0011562,Walmart Supercenter,,85018,130,1.5,AZ,Shopping,Arizona,Ivy
355135,J_YdNRh3XczuBubDLCPndQ,19,4/1/2010,0,0,0,0,96,1.185185185,"Der Vodafone Premium Hxc3xa4ndler in Lingen ist ein hervorragendes Fachgeschxc3xa4ft. Hier wird die Beratung noch groxc3x9fgeschrieben und man bekommt mit Abstand die beste Beratung der Stadt und das zu Preisen, die es meistens nur im Internet gibt. Besonders empfehlen kann ich zudem den Surf Sofort Tarif von Vodafone. So sieht DSL in der Zukunft aus.Mein Tipp fxc3xbcr Lingen und Umgebung wenn es um Mobile Kommunikation und DSL geht ist ganz klar der Shop Am Markt 1 !",0,kcfjpeUoyqUvVBCoQ7N1sg,0,50dZsWRrxG-H00R-2xU2ig,6/11/2010,5,0,-9,Am Markt 1,"{'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}}","['Computers', 'Shopping', 'Mobile Phones']",Lingen,"{'Monday': '9:30-18:30', 'Tuesday': '9:30-18:30', 'Friday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-19:00', 'Saturday': '9:30-17:00'}",1,52.52187,7.31761,Vodafone Premium Händler,,49808,5,4,DE,Shopping,Delaware,mobilfunksz
355136,Ohu2hfJX_5TeMp5X1dE3Lg,2,6/28/2010,0,0,0,0,94,1.160493827,"Der Shop hat eine sehr gute Beratung und auch ein sehr gutes Fachwissen, was man immer wieder merkt wenn man sich ein Handy kaufen will. Weil dort weixc3x9f man xc3xbcber jedes Handy bescheid bis ins Detail. Bei anderen mxc3xbcssen diese erst noch nachschauen. Die Preise der Gerxc3xa4te sind auch sehr gut und gxc3xbcnstig kalkuliert.Aber das Besondere ist ja das ich dort mein IPhone her habe, was mich sehr freut das ich dieses bei einem Vodafone-Hxc3xa4ndler erhalten habe.",0,kcfjpeUoyqUvVBCoQ7N1sg,0,UupPM-QxkrLChgb11Wc5FQ,6/28/2010,5,0,0,Am Markt 1,"{'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}}","['Computers', 'Shopping', 'Mobile Phones']",Lingen,"{'Monday': '9:30-18:30', 'Tuesday': '9:30-18:30', 'Friday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-19:00', 'Saturday': '9:30-17:00'}",1,52.52187,7.31761,Vodafone Premium Händler,,49808,5,4,DE,Shopping,Delaware,kanu-a
