,user_id,business_id,business_category,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,username,address,attributes,categories,latitude,longitude,business_name,postal_code,business_review_count,stars,full_state
68,nzsv-p1O8gCfP3XijfQrIw,0JZYzp5Z8tEbVr0N2MaLdw,Beauty & Spa,4051,4/12/2005,1598,680,13,10994,156,7.28519879,Anita,3377 Las Vegas Blvd S,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Cosmetics & Beauty Supply', 'Shopping', 'Beauty & Spas']",36.1218632,-115.1696491,Sephora,89109,120,4,Nevada
69,Eg1T--knapihoR2GV-Dj_w,GI-CAiZ_Gg3h21PwrANB4Q,Restaurant,454,7/13/2008,193,52,8,333,117,4.548264851,Christopher,3720 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['American (Traditional)', 'Seafood', 'Restaurants', 'Steakhouses']",36.10792411,-115.1740551,Mastro's Ocean Club,89158,1246,4.5,Nevada
70,4BaRBsPhITxM8GhMFhKFnw,f5Pg89x-2xek78E9KHMhNg,Restaurant,335,2/13/2010,300,18,5,123,98,3.146443039,Sarah,109 Lake St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True}","['Coffee & Tea', 'Salad', 'Sandwiches', 'Restaurants', 'Food']",44.9931808,-73.3641541,Lakeside Coffee,12979,16,4.5,New York
71,mwAGcfk2YfpWnL2uCQfCEw,j5nPiTwWEFr-VsePew7Sjg,Restaurant,550,12/15/2008,146,40,4,393,112,2.942319092,Angela,4355 Spring Mountain Rd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantsCounterService': True}","['Japanese', 'Restaurants']",36.125908,-115.197904,Ichiza,89102,1378,4,Nevada
72,xvgH8BtK743Kjoy0wZdFqQ,TXS-9SUkjpZFz29XOB1SPg,Restaurant,264,12/21/2009,56,47,4,192,100,2.79483787,Chris,2211 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, 'Alcohol': 'none', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Soul Food', 'Cafes', 'Restaurants', 'Breakfast & Brunch']",36.14534948,-115.1560199,M&M Soul Food Cafe,89104,332,3,Nevada
73,_U0E0I-uyIOY7tn-ryirLg,LbM7p-cI0dUCkaUzOyFMTw,Restaurant,117,1/16/2011,36,4,4,7,87,2.614913847,Jan,1044 US 11,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WheelchairAccessible': True, 'RestaurantsTableService': False, 'RestaurantsDelivery': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Fast Food', 'Restaurants']",44.981738,-73.4599549,McDonalds,12919,5,2.5,New York
74,9VJa4yxtnLct0pN_1RcD_w,yVPiqeEWOzJuskp5G-twRw,Restaurant,2062,8/11/2005,1321,277,13,1697,152,7.024759042,Jordan,5501 Josh Birmingham Pkwy,"{'Alcohol': 'none', 'Caters': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'very_loud', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WheelchairAccessible': False, 'RestaurantsTableService': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Fast Food', 'Chinese', 'Restaurants']",35.2214228,-80.9437985,Manchu Wok,28208,13,1,North Carolina
75,Pf7FI0OukC_CEcCz0ZxoUw,SAIrNOB4PtDA4gziNCucwg,Restaurant,2301,7/10/2007,21304,900,11,14614,129,6.6406764,Don,3713 W Sahara Ave,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}","['Bars', 'Cocktail Bars', 'Nightlife', 'Italian', 'Tapas Bars', 'Steakhouses', 'Restaurants']",36.14392422,-115.1917273,Herbs & Rye,89102,1155,4,Nevada
76,dIIKEfOgo0KqUfGQvGikPg,QosqxBQrGR0o6Gx9mlcMmg,Home & Service,1817,8/10/2007,20789,775,11,11272,128,6.553570369,Gabi,"10749 N Scottsdale Rd, Ste 101","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Cooking Classes', 'Building Supplies', 'Arts & Crafts', 'Kitchen & Bath', 'Home & Garden', 'Specialty Schools', 'Appliances', 'Shopping', 'Education', 'Home Services', 'Cooking Schools']",33.5836425,-111.9259167,Sweet Basil Gourmetware & Cooking School,85254,44,3.5,Arizona
77,fgwI3rYHOv1ipfVfCSx7pg,QosqxBQrGR0o6Gx9mlcMmg,Home & Service,1553,9/17/2009,47827,1439,9,26195,103,6.29518642,Emi,"10749 N Scottsdale Rd, Ste 101","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Cooking Classes', 'Building Supplies', 'Arts & Crafts', 'Kitchen & Bath', 'Home & Garden', 'Specialty Schools', 'Appliances', 'Shopping', 'Education', 'Home Services', 'Cooking Schools']",33.5836425,-111.9259167,Sweet Basil Gourmetware & Cooking School,85254,44,3.5,Arizona
78,M9rRM6Eo5YbKLKMG5QiIPA,rkRYZq3ztIc1IEJ_FzpZsg,Health & Medical,891,10/11/2007,13383,513,10,23146,126,5.943246481,Aileen,9003 E Shea Blvd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}","['Doctors', 'Health & Medical', 'Hospitals', 'Emergency Rooms']",33.580069,-111.8851432,HonorHealth Scottsdale Shea Medical Center,85260,149,3.5,Arizona
79,jX52sZoojxyYV2viWNyO7A,qmh6zxtJ8C8-YiUPv7ySlw,Restaurant,1279,9/21/2005,638,90,12,495,151,6.531251666,David,"Wynn Las Vegas, 3131 Las Vegas Blvd S","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BYOB': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'RestaurantsTableService': True, 'RestaurantsDelivery': False, 'RestaurantsCounterService': False, 'RestaurantsTakeOut': False, 'BYOBCorkage': 'no', 'GoodForKids': False, 'WheelchairAccessible': True, 'Alcohol': 'full_bar'}","['Restaurants', 'French']",36.1268768,-115.1658732,Daniel Boulud Brasserie,89136,217,4,Nevada
80,jX52sZoojxyYV2viWNyO7A,1TEN7dW_ENutX7abY0jUMw,Shopping,1279,9/21/2005,638,90,12,495,151,6.531251666,David,"210 E Trade St, E-186","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}","['Drugstores', 'Shopping']",35.225434,-80.8414,CVS Pharmacy,28202,21,3,North Carolina
81,h7cX02YMLzyobfZ7E-mg-Q,McPoJcxawsLOq_PPRC0rQg,Restaurant,622,1/27/2006,1052,65,12,483,147,6.478494508,Heather,4400 Sunset Rd,"{'Alcohol': 'none', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Barbeque', 'Restaurants']",35.3059579,-80.854211,Bubba's Barbecue,28216,70,3,North Carolina
82,h7cX02YMLzyobfZ7E-mg-Q,_sR6PBPk5k0tam8kCSGBkQ,Shopping,622,1/27/2006,1052,65,12,483,147,6.478494508,Heather,3625 Butler St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'WheelchairAccessible': True}","['Florists', 'Shopping', 'Event Planning & Services', 'Party & Event Planning', 'Flowers & Gifts']",40.4661342,-79.9650834,Allison McGeary Events,15201,5,3.5,Pennsylvania
83,_BcWyKQL16ndpBdggh2kNA,rtlsfmdufArhk-47sWIf2w,Restaurant,3903,5/29/2008,55589,340,10,1942,119,6.45736667,Karen,3600 S Las Vegas Blvd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_corkage', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'Corkage': True, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'WheelchairAccessible': True, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 4, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['French', 'Restaurants']",36.11344021,-115.1752758,Le Cirque,89109,642,4.5,Nevada
84,8qtsJtmefjJZIFM6_Ksd7A,cfdC4yF9Kufk88Al0TNiTg,Shopping,915,4/8/2006,305,110,12,435,144,6.447247634,Shanna,11725 Verhoeff Dr,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Sporting Goods', 'Active Life', 'Shopping', 'Sports Wear', 'Gyms', 'Swimming Pools', 'Fashion', 'Fitness & Instruction']",35.392098,-80.8449569,Huntersville Family Fitness & Aquatics,28078,18,3,North Carolina
85,YbZg36FoMgkKcTEPae5siA,0AQnRQw34IQW9-1gJkYnMA,Restaurant,1755,8/26/2006,126,96,12,2220,140,6.395143881,Amy,3770 Las Vegas Blvd S,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'BYOB': False, 'BusinessAcceptsBitcoin': False, 'BikeParking': False, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': False, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True}","['Restaurants', 'Mexican', 'Nightlife', 'Bars']",36.10413266,-115.1735436,Diablo's Cantina,89109,1134,3,Nevada
86,YbZg36FoMgkKcTEPae5siA,HJkMhbtCOmATrND6ehS89g,Shopping,1755,8/26/2006,126,96,12,2220,140,6.395143881,Amy,5419 Monroe Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': False}","['Shopping', 'Books', 'Mags', 'Music & Video', 'Music & DVDs']",35.1896312,-80.7713513,The Wax Museum,28212,8,3.5,North Carolina
87,53bZ_EsXH71L7iFs5MP9_w,pmoIMK8zGWvKsVOPDBYfzg,Restaurant,1966,2/10/2006,1709,331,12,2676,146,6.599631128,Cynthia,"Monte Carlo Resort & Casino, 3770 Las Vegas Blvd S","{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['French', 'American (Traditional)', 'Restaurants']",36.1046129,-115.1745272,Andre's,89109,310,4.5,Nevada
88,53bZ_EsXH71L7iFs5MP9_w,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,1966,2/10/2006,1709,331,12,2676,146,6.599631128,Cynthia,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
89,GpgBEengSGt1SDH67ATF8Q,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,828,1/20/2006,480,56,12,356,147,6.464000859,Sherri,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
90,2hMNc8G87MGYw4PomxT8AQ,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,1622,12/10/2005,790,171,12,551,148,6.53179264,Cassie,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
91,igaoaFNkX7ieMuyUBg0u5w,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,2000,6/18/2006,205,79,12,585,142,6.408050203,Leang,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
92,w-w-k-QXosIKQ8HQVwU6IQ,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,2731,3/13/2009,50402,969,9,60183,109,6.336885689,Anthony,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
93,Ev55kUL77kZk6xCYam5www,ZjSzUWHtnpCfjsa7CksSOg,Beauty & Spa,1010,5/2/2008,202,78,8,356,119,4.584328172,Kali,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
94,lufa4bHQd3XLYQE1zXis0g,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,1836,6/12/2006,208,207,12,1315,142,6.465531227,Lisa,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
95,IDl8QswIXwI6Fr6KW3TbRw,ZjSzUWHtnpCfjsa7CksSOg,Home & Service,1171,5/2/2008,49155,526,9,27533,119,6.130413841,Joseph,145 E Harmon Ave,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Hotels', 'Home Services', 'Hotels & Travel', 'Event Planning & Services', 'Home Cleaning', 'Beauty & Spas', 'Day Spas', 'Resorts']",36.10625414,-115.1665862,The Signature at MGM Grand,89109,1509,4,Nevada
96,GpgBEengSGt1SDH67ATF8Q,tSJTbxhAO1tJMSdeTCiZwg,Restaurant,828,1/20/2006,480,56,12,356,147,6.464000859,Sherri,5455 E High St,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'WheelchairAccessible': True, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['Cocktail Bars', 'American (New)', 'Nightlife', 'Seafood', 'Bars', 'Restaurants', 'Steakhouses']",33.67508192,-111.963172,Ocean Prime,85054,192,4,Arizona
97,BlKCEQcc03mNdLA1pVG-XQ,41Kbugm-qmIQTt7unkALYQ,Restaurant,480,10/26/2007,53264,144,10,11417,126,6.452785281,Jack,128 Fremont St,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': False, 'GoodForDancing': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}","['Wine Bars', 'Beer', 'Wine & Spirits', 'Seafood', 'Steakhouses', 'Nightlife', 'Bars', 'Restaurants', 'Food']",36.171235,-115.144061,Top of Binion's Steakhouse,89101,284,4,Nevada
98,BlKCEQcc03mNdLA1pVG-XQ,mvM_bCqtOhtNTQvaRRu0tw,Health & Medical,480,10/26/2007,53264,144,10,11417,126,6.452785281,Jack,555 S 3rd St,"{'AcceptsInsurance': False, 'ByAppointmentOnly': True, 'WheelchairAccessible': True, 'BusinessAcceptsCreditCards': True}","['Shopping', 'Wedding Planning', 'Venues & Event Spaces', 'Event Planning & Services', 'Bridal', 'Counseling & Mental Health', 'Wedding Chapels', 'Health & Medical']",36.164489,-115.146675,Vegas Weddings,89101,239,4,Nevada
