,user_id,business_id,business_category,user_reviews_count,yelping_since,useful,fans,elite_count,compliment_count,months_since,final_score,user_name,address,attributes,categories,city,hours,is_open,latitude,longitude,business_name,neighborhood,postal_code,business_review_count,stars,business_state
113,3_x4UQmvfU-rfw716nv-hQ,1FAvxOUOGGyZoYNlAXACag,Restaurant,17,10/26/2011,0,0,0,1,78,0.962966581,Rob,3325 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Restaurants', 'Italian']",Las Vegas,"{'Monday': '8:00-0:00', 'Tuesday': '8:00-0:00', 'Friday': '8:00-0:00', 'Wednesday': '8:00-0:00', 'Thursday': '8:00-0:00', 'Sunday': '8:00-0:00', 'Saturday': '8:00-0:00'}",0,36.124268,-115.16950700000001,Dal Toro Ristorante,The Strip,89109,329,2.5,Nevada
117,2hMNc8G87MGYw4PomxT8AQ,3m2XZFVraCiqjgLxHi5MdA,Restaurant,1622,12/10/2005,790,171,12,551,148,6.53179264,Cassie,"8125 W Sahara Ave, Ste 110","{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['American (New)', 'Restaurants']",Las Vegas,"{'Monday': '17:30-22:00', 'Tuesday': '17:30-22:00', 'Friday': '17:30-22:00', 'Wednesday': '17:30-22:00', 'Thursday': '17:30-22:00', 'Sunday': '17:30-22:00', 'Saturday': '17:30-22:00'}",0,36.1427696,-115.26928670000001,Rosemary's Restaurant,Westside,89117,323,4.5,Nevada
118,6s-g2vFu12OemhiK3FJuOQ,aSGCy2a57p-vdY8pHVu5Kg,Shopping,2337,2/14/2007,187492,824,11,23361,134,9.65978539,Dave,3339 Las Vegas Blvd S,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsTakeOut': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Convenience Stores', 'Food', 'Shopping', 'Drugstores', 'Cosmetics & Beauty Supply', 'Photography Stores & Services', 'Beauty & Spas']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1231396,-115.17036409999999,Walgreens,The Strip,89109,161,4.0,Nevada
119,Pf7FI0OukC_CEcCz0ZxoUw,aSGCy2a57p-vdY8pHVu5Kg,Shopping,2301,7/10/2007,21304,900,11,14614,129,6.640676400000001,Don,3339 Las Vegas Blvd S,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Caters': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsTakeOut': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Convenience Stores', 'Food', 'Shopping', 'Drugstores', 'Cosmetics & Beauty Supply', 'Photography Stores & Services', 'Beauty & Spas']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1231396,-115.17036409999999,Walgreens,The Strip,89109,161,4.0,Nevada
120,6s-g2vFu12OemhiK3FJuOQ,RhEvP5flF6KoPriMHmVYGg,Beauty & Spa,2337,2/14/2007,187492,824,11,23361,134,9.65978539,Dave,11011 W Charleston Blvd,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Hotels & Travel', 'Casinos', 'Beauty & Spas', 'Hotels', 'Day Spas', 'Event Planning & Services', 'Arts & Entertainment']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.15641263,-115.3328469,Red Rock Casino Resort & Spa,South Summerlin,89135,1424,3.5,Nevada
125,VHdY6oG2JPVNjihWhOooAQ,oxxcmHKPb7jqVP15zC0j5w,Health & Medical,1837,7/21/2005,38872,1791,13,32124,153,8.463639208,Jessica,99 Alfred St,"{'RestaurantsTableService': False, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': True, 'ByAppointmentOnly': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Nutritionists', 'Health & Medical', 'Health Markets', 'Specialty Food', 'Drugstores', 'Food', 'Restaurants', 'Shopping', 'International Grocery', 'Gluten-Free']",Mount Lebanon,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-18:00', 'Wednesday': '9:00-18:00', 'Thursday': '9:00-18:00', 'Sunday': '10:00-14:00', 'Saturday': '9:00-17:00'}",1,40.38066854,-80.04413393,Eden's Market,,15228,6,3.5,Pennsylvania
130,nzsv-p1O8gCfP3XijfQrIw,DxgSVufr_6y_Rc63CC17Zg,Shopping,4051,4/12/2005,1598,680,13,10994,156,7.28519879,Anita,3500 Las Vegas Blvd S,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'BikeParking': False, 'WheelchairAccessible': True}","['Arts & Entertainment', 'Shopping', 'Fashion', 'Casinos', 'Shopping Centers']",Las Vegas,"{'Monday': '10:00-23:00', 'Tuesday': '10:00-23:00', 'Friday': '10:00-0:00', 'Wednesday': '10:00-23:00', 'Thursday': '10:00-23:00', 'Sunday': '10:00-23:00', 'Saturday': '10:00-0:00'}",1,36.119001000000004,-115.1761257,The Forum Shops at Caesars,The Strip,89109,606,4.0,Nevada
131,nzsv-p1O8gCfP3XijfQrIw,0JZYzp5Z8tEbVr0N2MaLdw,Beauty & Spa,4051,4/12/2005,1598,680,13,10994,156,7.28519879,Anita,3377 Las Vegas Blvd S,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Cosmetics & Beauty Supply', 'Shopping', 'Beauty & Spas']",Las Vegas,"{'Monday': '10:00-23:00', 'Tuesday': '10:00-23:00', 'Friday': '10:00-0:00', 'Wednesday': '10:00-23:00', 'Thursday': '10:00-23:00', 'Sunday': '10:00-23:00', 'Saturday': '10:00-0:00'}",1,36.12186320000001,-115.16964909999999,Sephora,The Strip,89109,120,4.0,Nevada
133,Eg1T--knapihoR2GV-Dj_w,GI-CAiZ_Gg3h21PwrANB4Q,Restaurant,454,7/13/2008,193,52,8,333,117,4.548264851,Christopher,3720 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BikeParking': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}}","['American (Traditional)', 'Seafood', 'Restaurants', 'Steakhouses']",Las Vegas,"{'Monday': '17:00-1:00', 'Tuesday': '17:00-1:00', 'Friday': '17:00-1:00', 'Wednesday': '17:00-1:00', 'Thursday': '17:00-1:00', 'Sunday': '17:00-1:00', 'Saturday': '17:00-1:00'}",1,36.10792411,-115.1740551,Mastro's Ocean Club,The Strip,89158,1246,4.5,Nevada
134,4BaRBsPhITxM8GhMFhKFnw,f5Pg89x-2xek78E9KHMhNg,Restaurant,335,2/13/2010,300,18,5,123,98,3.1464430389999998,Sarah,109 Lake St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True}","['Coffee & Tea', 'Salad', 'Sandwiches', 'Restaurants', 'Food']",Rouses Point,"{'Tuesday': '7:00-15:00', 'Friday': '7:00-15:00', 'Wednesday': '7:00-15:00', 'Thursday': '7:00-15:00', 'Sunday': '8:00-14:00', 'Saturday': '8:00-14:00'}",1,44.9931808,-73.3641541,Lakeside Coffee,,12979,16,4.5,New York
137,mwAGcfk2YfpWnL2uCQfCEw,j5nPiTwWEFr-VsePew7Sjg,Restaurant,550,12/15/2008,146,40,4,393,112,2.942319092,Angela,4355 Spring Mountain Rd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'DogsAllowed': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'RestaurantsCounterService': True}","['Japanese', 'Restaurants']",Las Vegas,"{'Monday': '17:00-2:30', 'Tuesday': '17:00-2:30', 'Friday': '17:00-2:30', 'Wednesday': '17:00-2:30', 'Thursday': '17:00-2:30', 'Sunday': '17:00-2:30', 'Saturday': '17:00-2:30'}",1,36.125908,-115.19790400000001,Ichiza,Chinatown,89102,1378,4.0,Nevada
139,xvgH8BtK743Kjoy0wZdFqQ,TXS-9SUkjpZFz29XOB1SPg,Restaurant,264,12/21/2009,56,47,4,192,100,2.79483787,Chris,2211 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, 'Alcohol': 'none', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Soul Food', 'Cafes', 'Restaurants', 'Breakfast & Brunch']",Las Vegas,"{'Monday': '9:00-21:00', 'Tuesday': '9:00-21:00', 'Friday': '9:00-22:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '8:00-21:00', 'Saturday': '9:00-22:00'}",1,36.14534948,-115.1560199,M&M Soul Food Cafe,The Strip,89104,332,3.0,Nevada
140,_U0E0I-uyIOY7tn-ryirLg,LbM7p-cI0dUCkaUzOyFMTw,Restaurant,117,1/16/2011,36,4,4,7,87,2.614913847,Jan,1044 US 11,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WheelchairAccessible': True, 'RestaurantsTableService': False, 'RestaurantsDelivery': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Fast Food', 'Restaurants']",Champlain,{},1,44.981738,-73.45995490000001,McDonalds,,12919,5,2.5,New York
142,9VJa4yxtnLct0pN_1RcD_w,yVPiqeEWOzJuskp5G-twRw,Restaurant,2062,8/11/2005,1321,277,13,1697,152,7.024759042,Jordan,5501 Josh Birmingham Pkwy,"{'Alcohol': 'none', 'Caters': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'very_loud', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WheelchairAccessible': False, 'RestaurantsTableService': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Fast Food', 'Chinese', 'Restaurants']",Charlotte,{},1,35.22142279999999,-80.9437985,Manchu Wok,,28208,13,1.0,North Carolina
143,Pf7FI0OukC_CEcCz0ZxoUw,SAIrNOB4PtDA4gziNCucwg,Restaurant,2301,7/10/2007,21304,900,11,14614,129,6.640676400000001,Don,3713 W Sahara Ave,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsGoodForGroups': True, 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'HappyHour': True, 'GoodForDancing': False, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 3, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}","['Bars', 'Cocktail Bars', 'Nightlife', 'Italian', 'Tapas Bars', 'Steakhouses', 'Restaurants']",Las Vegas,"{'Monday': '17:00-3:00', 'Tuesday': '17:00-3:00', 'Friday': '17:00-3:00', 'Wednesday': '17:00-3:00', 'Thursday': '17:00-3:00', 'Saturday': '17:00-3:00'}",1,36.14392422,-115.19172730000001,Herbs & Rye,Westside,89102,1155,4.0,Nevada
149,dIIKEfOgo0KqUfGQvGikPg,QosqxBQrGR0o6Gx9mlcMmg,Home & Service,1817,8/10/2007,20789,775,11,11272,128,6.553570369,Gabi,"10749 N Scottsdale Rd, Ste 101","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Cooking Classes', 'Building Supplies', 'Arts & Crafts', 'Kitchen & Bath', 'Home & Garden', 'Specialty Schools', 'Appliances', 'Shopping', 'Education', 'Home Services', 'Cooking Schools']",Scottsdale,"{'Monday': '9:30-18:00', 'Tuesday': '9:30-18:00', 'Friday': '9:30-18:00', 'Wednesday': '9:30-18:00', 'Thursday': '9:30-18:00', 'Sunday': '9:30-18:00', 'Saturday': '9:30-18:00'}",1,33.583642499999996,-111.92591670000002,Sweet Basil Gourmetware & Cooking School,,85254,44,3.5,Arizona
150,fgwI3rYHOv1ipfVfCSx7pg,QosqxBQrGR0o6Gx9mlcMmg,Home & Service,1553,9/17/2009,47827,1439,9,26195,103,6.29518642,Emi,"10749 N Scottsdale Rd, Ste 101","{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True, 'WheelchairAccessible': True}","['Cooking Classes', 'Building Supplies', 'Arts & Crafts', 'Kitchen & Bath', 'Home & Garden', 'Specialty Schools', 'Appliances', 'Shopping', 'Education', 'Home Services', 'Cooking Schools']",Scottsdale,"{'Monday': '9:30-18:00', 'Tuesday': '9:30-18:00', 'Friday': '9:30-18:00', 'Wednesday': '9:30-18:00', 'Thursday': '9:30-18:00', 'Sunday': '9:30-18:00', 'Saturday': '9:30-18:00'}",1,33.583642499999996,-111.92591670000002,Sweet Basil Gourmetware & Cooking School,,85254,44,3.5,Arizona
153,M9rRM6Eo5YbKLKMG5QiIPA,rkRYZq3ztIc1IEJ_FzpZsg,Health & Medical,891,10/11/2007,13383,513,10,23146,126,5.943246481,Aileen,9003 E Shea Blvd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}","['Doctors', 'Health & Medical', 'Hospitals', 'Emergency Rooms']",Scottsdale,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.580069,-111.8851432,HonorHealth Scottsdale Shea Medical Center,,85260,149,3.5,Arizona
156,jX52sZoojxyYV2viWNyO7A,qmh6zxtJ8C8-YiUPv7ySlw,Restaurant,1279,9/21/2005,638,90,12,495,151,6.531251666,David,"Wynn Las Vegas, 3131 Las Vegas Blvd S","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BYOB': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'RestaurantsTableService': True, 'RestaurantsDelivery': False, 'RestaurantsCounterService': False, 'RestaurantsTakeOut': False, 'BYOBCorkage': 'no', 'GoodForKids': False, 'WheelchairAccessible': True, 'Alcohol': 'full_bar'}","['Restaurants', 'French']",Las Vegas,{},0,36.1268768,-115.16587320000001,Daniel Boulud Brasserie,The Strip,89136,217,4.0,Nevada
157,jX52sZoojxyYV2viWNyO7A,1TEN7dW_ENutX7abY0jUMw,Shopping,1279,9/21/2005,638,90,12,495,151,6.531251666,David,"210 E Trade St, E-186","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}","['Drugstores', 'Shopping']",Charlotte,{},1,35.225434,-80.8414,CVS Pharmacy,Uptown,28202,21,3.0,North Carolina
158,h7cX02YMLzyobfZ7E-mg-Q,McPoJcxawsLOq_PPRC0rQg,Restaurant,622,1/27/2006,1052,65,12,483,147,6.478494508,Heather,4400 Sunset Rd,"{'Alcohol': 'none', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': False, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Barbeque', 'Restaurants']",Charlotte,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-21:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '11:00-21:00', 'Saturday': '11:00-21:00'}",1,35.305957899999996,-80.85421099999999,Bubba's Barbecue,,28216,70,3.0,North Carolina
159,h7cX02YMLzyobfZ7E-mg-Q,_sR6PBPk5k0tam8kCSGBkQ,Shopping,622,1/27/2006,1052,65,12,483,147,6.478494508,Heather,3625 Butler St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'WheelchairAccessible': True}","['Florists', 'Shopping', 'Event Planning & Services', 'Party & Event Planning', 'Flowers & Gifts']",Pittsburgh,{},1,40.4661342,-79.9650834,Allison McGeary Events,Lawrenceville,15201,5,3.5,Pennsylvania
160,_BcWyKQL16ndpBdggh2kNA,rtlsfmdufArhk-47sWIf2w,Restaurant,3903,5/29/2008,55589,340,10,1942,119,6.45736667,Karen,3600 S Las Vegas Blvd,"{'Alcohol': 'full_bar', 'HasTV': False, 'NoiseLevel': 'quiet', 'RestaurantsAttire': 'dressy', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_corkage', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'RestaurantsTableService': True, 'Corkage': True, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'WheelchairAccessible': True, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 4, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['French', 'Restaurants']",Las Vegas,"{'Tuesday': '17:00-22:00', 'Friday': '17:00-22:00', 'Wednesday': '17:00-22:00', 'Thursday': '17:00-22:00', 'Sunday': '17:00-22:00', 'Saturday': '17:00-22:00'}",1,36.11344021,-115.1752758,Le Cirque,The Strip,89109,642,4.5,Nevada
161,8qtsJtmefjJZIFM6_Ksd7A,cfdC4yF9Kufk88Al0TNiTg,Shopping,915,4/8/2006,305,110,12,435,144,6.447247634,Shanna,11725 Verhoeff Dr,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}","['Sporting Goods', 'Active Life', 'Shopping', 'Sports Wear', 'Gyms', 'Swimming Pools', 'Fashion', 'Fitness & Instruction']",Huntersville,"{'Monday': '5:00-21:30', 'Tuesday': '5:00-21:30', 'Friday': '5:00-20:00', 'Wednesday': '5:00-21:30', 'Thursday': '5:00-21:30', 'Sunday': '10:00-17:00', 'Saturday': '7:00-17:00'}",1,35.392098,-80.8449569,Huntersville Family Fitness & Aquatics,,28078,18,3.0,North Carolina
